ds_clean,long_cite,parsed_paper_title
Mutual exclusivity,"de Marchena, A., Eigsti, I. M., Worek, A., Ono, K. E., & Snedeker, J. (2011). Mutual exclusivity in autism spectrum disorders: Testing the pragmatic hypothesis. Cognition, 119(1), 96-113.",Mutual exclusivity in autism spectrum disorders: Testing the pragmatic hypothesis
Mutual exclusivity,"Diesendruck, G., & Markson, L. (2001). Children's avoidance of lexical overlap: A pragmatic account. Developmental psychology, 37(5), 630-641.",Children's avoidance of lexical overlap: A pragmatic account
Mutual exclusivity,"Merriman, W. E. & Bowman, L. L.(1989). The mutual exclusivity bias in children's word learning. Monographs of the society for research in child development, i-129.",The mutual exclusivity bias in children's word learning
Mutual exclusivity,"Merriman, W. E., & Schuster, J. M. (1991). Young children's disambiguation of object name reference. Child development, 62(6), 1288-1301.",Young children's disambiguation of object name reference
Mutual exclusivity,"Merriman, W. E., Marazita, J., & Jarvis, L. H. (1993). Four-Year-Oldsäó_ Disambiguation of Action and Object Word Reference. Journal of Experimental Child Psychology, 56(3), 412-430.",Four-Year-Oldsäó_ Disambiguation of Action and Object Word Reference
Mutual exclusivity,"Mervis, C. B., & Bertrand, J. (1994). Acquisition of the novel name-nameless category (N3C) principle. Child development, 65(6), 1646-1662.",Acquisition of the novel name-nameless category (N3C) principle
Mutual exclusivity,"Preissler, M. A., & Carey, S. (2005). The role of inferences about referential intent in word learning: Evidence from autism. Cognition, 97(1), B13-B23.",The role of inferences about referential intent in word learning: Evidence from autism
Mutual exclusivity,"Scofield, J., & Behrend, D. A. (2007). Two-year-olds differentially disambiguate novel words and facts. Journal of Child Language, 34(4), 875-889.",Two-year-olds differentially disambiguate novel words and facts
Mutual exclusivity,"Yow, W. Q., Li, X., Lam, S., Gliga, T., Chong, Y. S., Kwek, K., & Broekman, B. F. (2017). A bilingual advantage in 54äómonthäóoldsäó» use of referential cues in fast mapping. Developmental science, 20(1).",A bilingual advantage in 54äómonthäóoldsäó» use of referential cues in fast mapping
Mutual exclusivity,"Evey, J. A., & Merriman, W. E. (1998). The prevalence and the weakness of an early name mapping preference. Journal of child language, 25(1), 121-147.",The prevalence and the weakness of an early name mapping preference
Mutual exclusivity,"Frank, M. C., Sugarman, E., Horowitz, A., Lewis, M. L., & Yurovsky, D. (2016). Using tablets to collect data from young children. Journal of Cognition and Development,17(1), 1-17.",Using tablets to collect data from young children
Mutual exclusivity,"Horst, J. S., & Samuelson, L. K. (2008). Fast mapping but poor retention by 24-month-old infants. Infancy, 13(2), 128-157.",Fast mapping but poor retention by 24-month-old infants
Mutual exclusivity,"Markman, E. M., & Wachtel, G. F. (1988). Children's use of mutual exclusivity to constrain the meanings of words. Cognitive psychology, 20(2), 121-157.",Children's use of mutual exclusivity to constrain the meanings of words
Mutual exclusivity,"Spiegel, C., & Halberda, J. (2011). Rapid fast-mapping abilities in 2-year-olds. Journal of Experimental Child Psychology, 109(1), 132-140.",Rapid fast-mapping abilities in 2-year-olds
Mutual exclusivity,"Suanda, S.H. and Namy, L.L. (2013). Young Word Learnersäó» Interpretations of Words and Symbolic Gestures Within the Context of Ambiguous Reference.Child Development. 84(1), 143-153.",Young Word Learnersäó» Interpretations of Words and Symbolic Gestures Within the Context of Ambiguous Reference
Mutual exclusivity,"Suanda, S. H., & Namy, L.L. (2013). The Organization of Words and Symbolic Gestures in 18-Month-Oldsäó» Lexicons: Evidence From a Disambiguation Task. Infancy. 18(2), 276-288.",The Organization of Words and Symbolic Gestures in 18-Month-Oldsäó» Lexicons: Evidence From a Disambiguation Task
Mutual exclusivity,"Bion, R. A., Borovsky, A., & Fernald, A. (2013). Fast mapping, slow learning: Disambiguation of novel wordäóñobject mappings in relation to vocabulary learning at 18, 24, and 30months. Cognition, 126(1), 39-53.","Fast mapping, slow learning: Disambiguation of novel wordäóñobject mappings in relation to vocabulary learning at 18, 24, and 30months"
Mutual exclusivity,"Halberda, J. (2003). The development of a word-learning strategy. Cognition,87(1), B23-B34.",The development of a word-learning strategy
Mutual exclusivity,"Halberda, J. (2006). Is this a dax which I see before me? Use of the logical argument disjunctive syllogism supports word-learning in children and adults.Cognitive psychology, 53(4), 310-344.",Is this a dax which I see before me? Use of the logical argument disjunctive syllogism supports word-learning in children and adults
Mutual exclusivity,"White, K. S., & Morgan, J. L. (2008). Sub-segmental detail in early lexical representations. Journal of Memory and Language, 59(1), 114-132.",Sub-segmental detail in early lexical representations
Mutual exclusivity,"Frank, I (1999). The use of word-learning principles in young monolingual and bilingual children. Doctoral dissertation. Concordia University, Montreal, Quebec, Canada.",The use of word-learning principles in young monolingual and bilingual children
Mutual exclusivity,"Gollek, C.& Doherty, M.J. (2016). Metacognitive developments in word learning: Mutual exclusivity and theory of mind. Journal of Experimental Child Psychology. 148, 51-69.",Metacognitive developments in word learning: Mutual exclusivity and theory of mind
Mutual exclusivity,"Kalashnikova, M., Mattock, K., & Monaghan, P. (2014). Disambiguation of novel labels and referential facts: A developmental perspective. First Language, 34(2), 125-135.",Disambiguation of novel labels and referential facts: A developmental perspective
Mutual exclusivity,"Mather, E., & Plunkett, K. (2009). Learning words over time: The role of stimulus repetition in mutual exclusivity. Infancy, 14(1), 60-76.",Learning words over time: The role of stimulus repetition in mutual exclusivity
Mutual exclusivity,"HoustonäóPrice, C., Caloghiris, Z., & Raviglione, E. (2010). Language experience shapes the development of the mutual exclusivity bias. Infancy, 15(2), 125-150.",Language experience shapes the development of the mutual exclusivity bias
Mutual exclusivity,"Kalashnikova, M., Mattock, K. & Monaghan, P. (2016). Mutual exclusivity develops as a consequence of abstract rather than particular vocabulary knowledge. First Language. 36(5), 451-464.",Mutual exclusivity develops as a consequence of abstract rather than particular vocabulary knowledge
Mutual exclusivity,"Grassmann, S., & Tomasello, M. (2010). Young children follow pointing over words in interpreting acts of reference. Developmental Science, 13(1), 252-263.",Young children follow pointing over words in interpreting acts of reference
Mutual exclusivity,"Grassmann, S., Schulze, C. and Tomasello, M. (2015). Childrenäó»s level of word knowledge predicts their exclusion of familiar objects as referents of novel words. Front.Psychol.6:1200.doi:10.3389/fpsyg.2015.01200.",Childrenäó»s level of word knowledge predicts their exclusion of familiar objects as referents of novel words
Mutual exclusivity,"Graham, S. A., Poulin-Dubois, D., & Baker, R. K. (1998). Infants' disambiguation of novel object words. First Language, 18(53), 149-164.",Infants' disambiguation of novel object words
Mutual exclusivity,"Graham, S. A., Nilsen, E. S., Collins, S., & Olineck, K. (2010). The role of gaze direction and mutual exclusivity in guiding 24äómonthäóolds' word mappings.British Journal of Developmental Psychology, 28(2), 449-465.",The role of gaze direction and mutual exclusivity in guiding 24äómonthäóolds' word mappings
Mutual exclusivity,"ByersäóHeinlein, K., & Werker, J. F. (2009). Monolingual, bilingual, trilingual: infants' language experience influences the development of a wordäólearning heuristic. Developmental science, 12(5), 815-823.","Monolingual, bilingual, trilingual: infants' language experience influences the development of a wordäólearning heuristic"
Mutual exclusivity,"Byers-Heinlein, K., & Werker, J. F. (2013). Lexicon structure and the disambiguation of novel words: Evidence from bilingual infants. Cognition, 128(3), 407-416.",Lexicon structure and the disambiguation of novel words: Evidence from bilingual infants
Sound symbolism,"Maurer, D., Pathman, T., & Mondloch, C. J. (2006). The shape of boubas: sound-shape correspondences in toddlers and adults. Developmental Science, 9(3), 316-322. doi: 10.1111/j.1467-7687.2006.00495.x",The shape of boubas: sound-shape correspondences in toddlers and adults
Sound symbolism,"Spector, F. (2009). The colours and shapes of the world: Testing predictions from synesthesia about the development of sensory associations (Unpublished doctoral dissertation). McMaster University, Hamilton, Ontario.",The colours and shapes of the world: Testing predictions from synesthesia about the development of sensory associations (Unpublished doctoral dissertation)
Sound symbolism,"Spector, F.,  & Maurer, D. (2013) Early sound symbolism for vowel sounds. I-perception, 4, 239-241.",Early sound symbolism for vowel sounds
Sound symbolism,"Ozturk, O., Krehm, M.,& Vouloumanos, A. (2013). Sound symbolism in infancy:Evidence for Sound-Shape cross-modal correspondences in 4-month-olds. Journal of Experimental Child Psychology, 114, 173-186.",Sound symbolism in infancy:Evidence for Sound-Shape cross-modal correspondences in 4-month-olds
Sound symbolism,"Starr, A., & Brannon, E.M. (2012). Sound-shape congruency in preverbal infants. Poster presented at biennial meeting of the International Society for Infant studies. Minneapolis, MN.",Sound-shape congruency in preverbal infants
Sound symbolism,"Pejovic, J., Molnar, M., Yee, E. & Martin, M. (June 10-12, 2015). Development of the sound-shape correspondence effect. Poster presented at Workshop on Infant Language Development (WILD 2015), Stockholm, Sweden.",Development of the sound-shape correspondence effect
Sound symbolism,"Fort, M., Weiss, A., Martin, A., & Peperkamp, S. (2013).  Looking for the bouba-kiki effect in prelexical infants. In: S. Ouni, F. Berthommier & A. Jesse (eds.) Proceedings of the 12th International Conference on Auditory-Visual Speech Processing. INRIA, 71-76. [show abstract]",Looking for the bouba-kiki effect in prelexical infants
Sound symbolism,"Fort, M., Guevara-Rukoz, A., & Peperkamp, S. (2015). Looking for the bouba-kiki effect II: null results from 4-month-old French infants",Looking for the bouba-kiki effect II: null results from 4-month-old French infants
Sound symbolism,"Imai, M., Miyazaki, M., Yeung, H. H., Hidaka, S., Kantartzis, K., Okada, H., & Kita, S. (2015). Sound Symbolism Facilitates Word Learning in 14-Month-Olds. PLoS One, 10(2): 30116494. doi: 10.1371/journal.pone.0116494",Sound Symbolism Facilitates Word Learning in 14-Month-Olds
Sound symbolism,"Asano, M., Imai, M., Kita, S., Kitajo, K. Okada, H., & Thierry, G. (2015). Sound symbolism scaffolds language development in preverbal infants. Cortex 63. 196-205. doi: http://dx.doi.org/10.1016/j.cortex.2014.08.025",Sound symbolism scaffolds language development in preverbal infants
Sound symbolism,"Lammertink, I., Tsuji, S., Usen, van, K., & Fikkert, P. (unpublished). Sensitivity to the Bouba-kiki effect arises late in Dutch children: evidence from eye-tracking.",Sensitivity to the Bouba-kiki effect arises late in Dutch children: evidence from eye-tracking.
Categorization bias,"Baldwin, D. A. (1992). Clarifying the role of shape in children's taxonomic assumption. Journal of experimental child psychology, 54(3), 392-416.",Clarifying the role of shape in children's taxonomic assumption
Categorization bias,"Bauer, P. J., & Mandler, J. M. (1989). Taxonomies and triads: Conceptual organization in one-to two-year-olds. Cognitive Psychology, 21(2), 156-184.",Taxonomies and triads: Conceptual organization in one-to two-year-olds
Categorization bias,"Greenfield, D. B., & Scott, M. S. (1986). Young children's preference for complementary pairs: Evidence against a shift to a taxonomic preference. Developmental Psychology, 22(1), 19.",Young children's preference for complementary pairs: Evidence against a shift to a taxonomic preference
Categorization bias,"Sachs, O., Weis, S., Krings, T., Huber, W., & Kircher, T. (2008). Categorical and thematic knowledge representation in the brain: Neural correlates of taxonomic and thematic conceptual relations. Neuropsychologia, 46(2), 409-418.",Categorical and thematic knowledge representation in the brain: Neural correlates of taxonomic and thematic conceptual relations
Categorization bias,"Markman, E. M., & Hutchinson, J. E. (1984). Children's sensitivity to constraints on word meaning: Taxonomic versus thematic relations. Cognitive psychology, 16(1), 1-27.",Children's sensitivity to constraints on word meaning: Taxonomic versus thematic relations
Categorization bias,"Waxman, S. R., & Hall, D. G. (1993). The development of a linkage between count nouns and object categories: evidence from fifteen‐to twenty‐one‐month‐old infants. Child development, 64(4), 1224-1241.",The development of a linkage between count nouns and object categories: evidence from fifteen‐to twenty‐one‐month‐old infants
Categorization bias,"Waxman, S. R., & Namy, L. L. (1997). Challenging the notion of a thematic preference in young children. Developmental Psychology, 33(3), 555.",Challenging the notion of a thematic preference in young children
Categorization bias,"Nguyen, S. P., & Murphy, G. L. (2003). An Apple is More Than Just a Fruit: Cross‐Classification in Children's Concepts. Child development, 74(6), 1783-1806.",An Apple is More Than Just a Fruit: Cross‐Classification in Children's Concepts
Categorization bias,"Lucariello, J., Kyratzis, A., & Nelson, K. (1992). Taxonomic knowledge: What kind and when?. Child development, 63(4), 978-998.",Taxonomic knowledge: What kind and when?
Familiar word recognition,"Hallé, P. A., & de Boysson-Bardies, B. (1994). Emergence of an early receptive lexicon: Infants' recognition of words. Infant Behavior and Development, 17(2), 119-129.",Emergence of an early receptive lexicon: Infants' recognition of words
Familiar word recognition,"Poltrock, S., & Nazzi, T. (2015). Consonant/vowel asymmetry in early word form recognition. Journal of experimental child psychology, 131, 135-148.",Consonant/vowel asymmetry in early word form recognition
Familiar word recognition,"Hoareau, M. (2019). The influence of parental input and early production skills in speech perception abilities and vocabulary acquisition during the first year of life (Doctoral dissertation). Retrieved from http://www.theses.fr/s177042",The influence of parental input and early production skills in speech perception abilities and vocabulary acquisition during the first year of life (Doctoral dissertation)
Familiar word recognition,"Ngon, C. (2010) A precursor to word segmentation: Infants' recognition of frequent n-grams. MA Thesis, Ecole Normale Superieure, Paris, France.",A precursor to word segmentation: Infants' recognition of frequent n-grams
Familiar word recognition,"Carbajal, M. J. & Peperkamp, S. (2017) Testing word-form recognition in 11-month-old infants: New data and a meta-analysis. In Workshop on Infant Language Development 2017, Bilbao, Spain.",Testing word-form recognition in 11-month-old infants: New data and a meta-analysis
Familiar word recognition,"Tamekawa, Y., Deguchi, T., Hallé, P. A., Hayashi, A. & Kiritani, S. (1997) Acquisition of word-sounds pattern of native language by Japanese infants. Bulletin of Tokyo Gakugei University Sect. I, 48, 249-254.",Acquisition of word-sounds pattern of native language by Japanese infants
Familiar word recognition,"Vihman, M. M. & DePaolis, R. A. (1999) The role of accentual pattern in early lexical representation. ESRC End of Award Report.",The role of accentual pattern in early lexical representation
Familiar word recognition,"Vihman, M. M., Thierry, G., Lum, J., Keren-Portnoy, T., & Martin, P. (2007). Onset of word form recognition in English, Welsh, and English–Welsh bilingual infants. Applied Psycholinguistics, 28(3), 475-493.","Onset of word form recognition in English, Welsh, and English–Welsh bilingual infants"
Familiar word recognition,"Vihman, M. M., Nakai, S., DePaolis, R. A., & Hallé, P. (2004). The role of accentual pattern in early lexical representation. Journal of Memory and Language, 50(3), 336-353.",The role of accentual pattern in early lexical representation
Familiar word recognition,"Bywater, T. J. (2004). The link between infant speech perception and phonological short-term memory (Doctoral dissertation, University of Wales, Bangor,).","The link between infant speech perception and phonological short-term memory (Doctoral dissertation, University of Wales, Bangor,)"
Familiar word recognition,"DePaolis, R. A., Keren-Portnoy, T., & Vihman, M. (2016). Making sense of infant familiarity and novelty responses to words at lexical onset. Frontiers in psychology, 7, 715.",Making sense of infant familiarity and novelty responses to words at lexical onset
Familiar word recognition,"Swingley, D. (2005). 11‐month‐olds’ knowledge of how familiar words sound. Developmental science, 8(5), 432-443.",11‐month‐olds’ knowledge of how familiar words sound
Familiar word recognition,"van Heugten, M., & Johnson, E. K. (2014). Learning to contend with accents in infancy: Benefits of brief speaker exposure. Journal of Experimental Psychology: General, 143(1), 340.",Learning to contend with accents in infancy: Benefits of brief speaker exposure
Familiar word recognition,"Best, C. T., Tyler, M. D., Gooding, T. N., Orlando, C. B., & Quann, C. A. (2009). Development of phonological constancy: Toddlers' perception of native-and Jamaican-accented words. Psychological science, 20(5), 539-542.",Development of phonological constancy: Toddlers' perception of native-and Jamaican-accented words
Familiar word recognition,"Vihman, M., & Majorano, M. (2017). The role of geminates in infants' early word production and word-form recognition. Journal of child language, 44(1), 158-184.",The role of geminates in infants' early word production and word-form recognition
Familiar word recognition,"Bouchon, C. & Toro, J.M. The origins of the consonant bias in word recognition: the case of Spanish-learning infants. The 42th Annual Boston University Conference On Language Development (BUCLD), Nov 3-5, 2017, Boston, Massachusetts, USA.",The origins of the consonant bias in word recognition: the case of Spanish-learning infants
Abstract rule learning,"Bahlmann, M & Levelt, C.c. Is rule learning facilitated by stimuli with low variability? Leiden University MSc thesis, 2016",Is rule learning facilitated by stimuli with low variability? 
Abstract rule learning,"van Leeuven, C. & Levelt, CC The Impact of Lexical Knowledge on Visual Rule Learning in 12- to 14-Month-Old Infants. Leiden University MSc thesis, 2016",The Impact of Lexical Knowledge on Visual Rule Learning in 12- to 14-Month-Old Infants
Abstract rule learning,"Dawson C, Gerken, LA (2009). From domain-generality to domain-sensitivity: 4-month-olds learn an abstract repetition rule in music that 7-month-olds do not. Cognition 111.3 : 378-382.",From domain-generality to domain-sensitivity: 4-month-olds learn an abstract repetition rule in music that 7-month-olds do not
Abstract rule learning,"Gerken, L Decisions, decisions: Infant language learning when multiple generalizations are possible. Cognition, 2006, 98(3), B67-B74.","Decisions, decisions: Infant language learning when multiple generalizations are possible"
Abstract rule learning,"Gerken, L Infants use rational decision criteria for choosing among models of their input Cognition. 2010 May; 115(2): 362–366.",Infants use rational decision criteria for choosing among models of their input
Abstract rule learning,"Gerken L, Dawson C, Chatila R, Tenenbaum J. Surprise! Infants consider possible bases of generalization for a single input example. Dev Sci. 2015 Jan;18(1):80-9. doi: 10.1111/desc.12183",Surprise! Infants consider possible bases of generalization for a single input example
Abstract rule learning,"Gervain,J, Werker, JF Learning non-adjacent regularities at age 0; 7.  J Child Lang. 2013 Sep;40(4):860-72. doi: 10.1017/S0305000912000256",Learning non-adjacent regularities at age 0; 7
Abstract rule learning,"Marcus, G. F., Vijayan, S., Rao, S. B., & Vishton, P. M.  Rule learning by seven-month-old infants. Science, 283(5398), 77-80.", Rule learning by seven-month-old infants
Abstract rule learning,"Marcus, G. F., Fernandes, K. J., & Johnson, S. P.  Infant rule learning facilitated by speech. Psychological Science, 2007 18(5), 387-391.", Infant rule learning facilitated by speech
Abstract rule learning,"Ferguson, B. & Waxman, S. Visual abstract rule learning by 3- and 4-month-old infants Cognitive Science Society 2015",Visual abstract rule learning by 3- and 4-month-old infants
Abstract rule learning,"Johnson, S. P., Fernandes, K. J., Frank, M. C., Kirkham, N., Marcus, G., Rabagliati, H., & Slemmer, J. A. Abstract Rule Learning for Visual Sequences in 8‐and 11‐Month‐Olds.  Infancy, 2009, 14(1), 2-18.",Abstract Rule Learning for Visual Sequences in 8‐and 11‐Month‐Olds
Abstract rule learning,"Rabagliati, H., Senghas, A., Johnson, S., & Marcus, G. F. ""Infant rule learning: advantage language, or advantage speech? PLoS One, 7(7), e40517.","Infant rule learning: advantage language, or advantage speech? "
Abstract rule learning,"Saffran, JR, Pollak, SD, Seibel, RL, Shkolnik, A. Dog is a dog is a dog: Infant rule learning is not specific to language. Cognition. 2007 Dec; 105(3): 669–680.", Dog is a dog is a dog: Infant rule learning is not specific to language
Abstract rule learning,"Thiessen, ED Effects of Inter- and Intra-modal Redundancy on Infants' Rule Learning . Language Learning and Development, 2012, 8(3), 197-214.",Effects of Inter- and Intra-modal Redundancy on Infants' Rule Learning
Abstract rule learning,"Ferguson, B., & Lew-Williams, C. Communicative signals support abstract rule learning by 7-month-old infants.  Sci Rep. 2016; 6: 25434.",Communicative signals support abstract rule learning by 7-month-old infants
Abstract rule learning,"Bulf, H., Brenna, V., Valenza, E., Johnson, S. P., & Turati, C. (2015). Many faces, one rule: the role of perceptual expertise in infants’ sequential rule learning.  Front Psychol. ; 6: 1595.","Many faces, one rule: the role of perceptual expertise in infants’ sequential rule learning"
Abstract rule learning,"Frank, M. C., Slemmer, J. A., Marcus, G. F., & Johnson, S. P. Information from multiple modalities helps 5‐month‐olds learn abstract rules.  Developmental science, 2009 12(4), 504-509.",Information from multiple modalities helps 5‐month‐olds learn abstract rules
Abstract rule learning,"Tsui, A. S. M., Ma, Y. K., Ho, A., Chow, H. M., & Tseng, C. H. Bimodal emotion congruency is critical to preverbal infants’ abstract rule learning.  Developmental science, 2016, 19(3), 382-393.",Bimodal emotion congruency is critical to preverbal infants’ abstract rule learning
Abstract rule learning,"Pons, F., & Toro, J. M.  Structural generalizations over consonants and vowels in 11-month-old infants. Cognition. 2010 Sep;116(3):361-7. doi: 10.1016/j.cognition.2010.05.013.",Structural generalizations over consonants and vowels in 11-month-old infants
Switch task,"Altvater-Mackensen, N., & Fikkert, P. (2010). The acquisition of the stop-fricative contrast in",The acquisition of the stop-fricative contrast in
Switch task,"Dietrich, C., Swingley, D., & Werker, J. F. (2007). Native language governs interpretation of salient speech sound differences at 18 months. Proceedings of the National Academy of Sciences, 104(41), 16027-16031. doi: 10.1073/pnas.0705270104",Native language governs interpretation of salient speech sound differences at 18 months
Switch task,"Dietrich, C., Swingley, D., & Werker, J. F. (2007). Native language governs interpretation of salient speech sound differences at 18 months. Proceedings of the National Academy of Sciences, 104(41), 16027-16031. doi: 10.1073/pnas.0705270106",Native language governs interpretation of salient speech sound differences at 18 months
Switch task,"Dietrich, C., Swingley, D., & Werker, J. F. (2007). Native language governs interpretation of salient speech sound differences at 18 months. Proceedings of the National Academy of Sciences, 104(41), 16027-16031. doi: 10.1073/pnas.0705270108",Native language governs interpretation of salient speech sound differences at 18 months
Switch task,"Fikkert, P. (2010). Developing representations and the emergence of phonology: evidence from perception and production. In C. Fougeron, B. Kühnert, M. d’Imperio & N. Vallée (Eds.), Laboratory Phonology 10: Variation, Phonetic Detail and Phonological Representation (pp.227-258). Berlin: Mouton. doi: 10.1515/9783110224917.3.227",Developing representations and the emergence of phonology: evidence from perception and production
Switch task,"Archer, S., Ference, J., & Curtin, S. (2014). Now You Hear It: Fourteen-Month-Olds Succeed at Learning Minimal Pairs in Stressed Syllables. Journal of Cognition and Development, 15(1), 110-122. doi: 10.1007/s10803-013-1759",Now You Hear It: Fourteen-Month-Olds Succeed at Learning Minimal Pairs in Stressed Syllables
Switch task,"Fennell, C., & Byers-Heinlein, K. (2014). You sound like Mommy Bilingual and monolingual infants learn words best from speakers typical of their language environments. International Journal of Behavioral Development, 38(4), 309-316. doi: 10.1177/0165025414530631",You sound like Mommy Bilingual and monolingual infants learn words best from speakers typical of their language environments
Switch task,"Byers-Heinlein, K., Fennell, C. T. & Werker, J. F. (2013). The development of associative word learning in monolingual and bilingual infants. Bilingualism, Language, and Cognition, 16(1),198-205. doi: 10.1017/S1366728912000417",The development of associative word learning in monolingual and bilingual infants
Switch task,"Fennell, C. T., & Tsui A. S. M. (in prep). Co-articulatory cues facilitate learning of minimal pairs.",Co-articulatory cues facilitate learning of minimal pairs
Switch task,"unpublished data set, not presented at conference and currently not at ""in prep"" stage","unpublished data set, not presented at conference and currently not at ""in prep"" stage"
Switch task,"Curtin, S. (2009). Twelve-month-olds learn word-object associations differing only in stress patterns. Journal of Child Language, 36, 1157-1165. doi: 10.1017/S0305000909009428",Twelve-month-olds learn word-object associations differing only in stress patterns
Switch task,"Curtin, S., Fennell, C., & Escudero, P. (2009). Weighting of vowel cues explains patterns of word–object associative learning. Developmental Science, 12(5), 725-731. doi: 10.1111/j.1467-7687.2009.00814.x",Weighting of vowel cues explains patterns of word–object associative learning
Switch task,"Curtin, S., Campbell, J., & Hufnagle, D. (2012). Mapping novel labels to actions: How the rhythm of words guides infants’ learning. Journal of Experimental Child Psychology, 112(2), 127-140. doi: 10.1016/j.jecp.2012.02.007",Mapping novel labels to actions: How the rhythm of words guides infants’ learning
Switch task,"Vukatana, E., Curtin, S., & Graham, S. A. (2016). Infants' acceptance of phonotactically illegal word forms as object labels. Journal of Child Language, 43(6), 1400-1411. doi: 10.1017/s0305000915000707",Infants' acceptance of phonotactically illegal word forms as object labels
Switch task,"Fais, L., Werker, J. F., Cass, B., Leibowich, J., Barbosa, A. V., & Vatikiotis-Bateson, E. (2012). Here's looking at you, baby: what gaze and movement reveal about minimal pair word-object association at 14 months. Laboratory Phonology, 3(1), 91-124. doi: 10.1515/lp-2012-0007","Here's looking at you, baby: what gaze and movement reveal about minimal pair word-object association at 14 months"
Switch task,"Fennell, C.T., van der Feest., & Spring (in prep). Consonant asymmetries at 14 months: Implications of acoustic variation on early phonological acqusition",Consonant asymmetries at 14 months: Implications of acoustic variation on early phonological acqusition
Switch task,"Fennell, C.T. (2006). Infants of 14 months use phonetic detail in novel words embedded in naming phrases. In D. Bamman, T. Magnitskaia & C Zaller (Eds.), Proceedings of the 30th Annual Boston University Conference on Language Development (pp. 178-189). Boston, Massachusetts: Cascadilla Press.",Infants of 14 months use phonetic detail in novel words embedded in naming phrases
Switch task,"Fennell, C. T., & Waxman, S. R. (2010). What paradox? Referential cues allow for infant use of phonetic detail in word learning. Child Development, 81(5), 1376-1383. doi: 10.1111/j.1467-8624.2010.01479.x",What paradox? Referential cues allow for infant use of phonetic detail in word learning
Switch task,"Fennell, C. T. (2012). Object familiarity enhances infants’ use of phonetic detail in novel words. Infancy, 17(3), 339-353. doi: 10.1111/j.1532-7078.2011.00080.x",Object familiarity enhances infants’ use of phonetic detail in novel words
Switch task,"Ference, J., & Curtin, S. (2015). The Ability to Map Differentially Stressed Labels to Objects Predicts Language Development at 24 months in 12-month-olds at High-Risk for Autism, Infancy, 20(3), 242–262. doi: 10.1111/infa.12074",The Ability to Map Differentially Stressed Labels to Objects Predicts Language Development at 24 months in 12-month-olds at High-Risk for Autism
Switch task,"Hay, J. F., Pelucchi, B., Estes, K. G., & Saffran, J. R. (2011). Linking sounds to meanings: infant statistical learning in a natural language. Cognitive Psychology, 63(2), 93-106. doi: 10.1016/j.cogpsych.2011.06.006",Linking sounds to meanings: infant statistical learning in a natural language
Switch task,"MacKenzie, H., Curtin, S., & Graham, S. A. (2012a). Class matters: 12‐month‐olds’ word–object associations privilege content over function words. Developmental Science, 15(6), 753-761. doi: 10.1111/j.1467-7687.2012.01166.x",Class matters: 12‐month‐olds’ word–object associations privilege content over function words
Switch task,"MacKenzie, H., Graham, S. A., & Curtin, S. (2011). Twelve‐month‐olds privilege words over other linguistic sounds in an associative learning task. Developmental Science, 14(2), 249-255. doi: 10.1111/j.1467-7687.2010.00975.x",Twelve‐month‐olds privilege words over other linguistic sounds in an associative learning task
Switch task,"MacKenzie, H., Curtin, S. and Graham, S. A. (2012b), 12-Month-Olds’ Phonotactic Knowledge Guides Their Word–Object Mappings. Child Development, 83: 1129–1136. doi:10.1111/j.1467-8624.2012.01764.x", 12-Month-Olds’ Phonotactic Knowledge Guides Their Word–Object Mappings
Switch task,"MacKenzie, H. K., Graham, S. A., Curtin, S., & Archer, S. L. (2014). The flexibility of 12-month-olds’ preferences for phonologically appropriate object labels. Developmental Psychology, 50(2), 422-430. doi: 10.1037/a0033524",The flexibility of 12-month-olds’ preferences for phonologically appropriate object labels
Switch task,"Mattock, K., Polka, L., Rvachew, S., & Krehm, M. (2010). The first steps in word learning are easier when the shoes fit: Comparing monolingual and bilingual infants. Developmental Science, 13(1), 229-243. doi: 10.1111/j.1467-7687.2009.00891.x",The first steps in word learning are easier when the shoes fit: Comparing monolingual and bilingual infants
Switch task,"May, L., & Werker, J.F. (2014). Can a Click be a Word?: Infants’ Learning of Non-Native Words. Infancy, 19(3), 281-300. doi: 10.1111/infa.12048",Can a Click be a Word?: Infants’ Learning of Non-Native Words
Switch task,"May, L., & Werker, J.F. (2014). Can a Click be a Word?: Infants’ Learning of Non-Native Words. Infancy, 19(3), 281-300. doi: 10.1111/infa.12049",Can a Click be a Word?: Infants’ Learning of Non-Native Words
Switch task,"May, L., & Werker, J.F. (2014). Can a Click be a Word?: Infants’ Learning of Non-Native Words. Infancy, 19(3), 281-300. doi: 10.1111/infa.12050",Can a Click be a Word?: Infants’ Learning of Non-Native Words
Switch task,"May, L., & Werker, J.F. (2014). Can a Click be a Word?: Infants’ Learning of Non-Native Words. Infancy, 19(3), 281-300. doi: 10.1111/infa.12051",Can a Click be a Word?: Infants’ Learning of Non-Native Words
Switch task,"Tsui, A. S. M., Fais, L., & Fennell, C. T. (2015, Oct). Words are not enough: Referential links are key to enhancing infants’ word learning at 14 months. Poster presented at the Cognitive Development Society Biennial Meeting in Columbus, OH, USA.", Words are not enough: Referential links are key to enhancing infants’ word learning at 14 months
Switch task,"Pater, J., Stager, C., & Werker, J. (2004). The perceptual acquisition of phonological contrasts. Language, 80(3), 384-402. doi: 10.1353/lan.2004.0141",The perceptual acquisition of phonological contrasts
