ds_clean,native_lang,infant_type,infant_type_clincal,infant_type_language,infant_native_lang,response_mode,method,dependent_measure,looking,behavioral_measure,...12,unique_row,study_ID,long_cite,short_cite,peer_reviewed,coder,expt_num,expt_condition,same_infant,exposure_phase,participant_design,group_name_1,group_name_2,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,corr,test_lang,stimuli_link,data_link,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,special_cases_measures,x_dif,SD_dif,contrast_sampa,audio_condition,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,pointing_modality,motive,correlation_type,condition_type,stimulus_naturalness,contrast_pseudoIPA,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,rule.type,repetitions,types,tokens,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,Speech,Nonspeech,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,preceding,task_difficulty,median_production_vocab,sentence_structure,agent_argument_type,patient_argument_type,stimuli_modality,stimuli_actor,transitive_event,intransitive_event,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,learning_domain,live_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,g_calc,g_var_calc,r_calc,r_var_calc,z_calc,z_var_calc,log_odds_calc,log_odds_var_calc,es_method,mean_age,n,same_infant_calc,all_mod,mean_age_months,year,doi,original_ma,2nd coder,stimulus_set,lab,main_question_IDS_preference,trial_control,human_coded,data_from_figure,effect_significance_reported,fussers,non_criterion,criterion,criterion_definition,exclusionCriteria,num_minimum_trials,mean_vocab,speaker_fam,speaker_experience,speaker_female,presentation,setting,Coder 1 Comments,Coder 2 Comments
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,55,Pickens et al. (1994),"Pickens, J., Field, T., Nawrocki, T., Martinez, A., Soutullo, D., & Gonzalez, J. (1994). Full-term and preterm infants’ perception of face-voice synchrony. Infant Behavior and Development, 17(4), 447–455. https://doi.org/10.1016/0163-6383(94)90036 -1.",Pickens1994,yes,CC,1,7_mo_infants,18,familiarization,within_one,NA,NA,26,26,212.94,212.94,0.56,0.5,0.08,NA,3.95,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.53,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.75,0.049278846,0.7265625,0.046247042,0.351123442,0.008301793,0.366724604,0.043478261,1.360349523,0.162120906,group_means_one,212.94,26,Pickens et al. (1994) NA,NA,6.996119017,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,56,MacKain et al. (1983),"MacKain, K., Studdert-Kennedy, M., Spieker, S., & Stern, D. (1983). Infant intermodal speech perception is a left-hemisphere function. Science, 219(4590), 1347–1349.",MacKain1983,yes,CC,1,1,19,test_only,within_one,NA,NA,18,18,177.2,177.2,0.54,0.5,NA,NA,2.99,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.53,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.704749759,0.069352006,0.671714614,0.06300264,0.332345131,0.012204088,0.345462274,0.066666667,1.278274664,0.228158955,t_one,177.2,18,MacKain et al. (1983) NA,NA,5.82188546,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,57,Kuhl & Meltzoff (1984),"Kuhl, P. K., & Meltzoff, A. N. (1984). The intermodal representation of speech in infants. Infant Behavior and Development, 7(3), 361–381. https://doi.org/10.1016/S0163 -6383(84)80050-8.",Kuhl1984,yes,CC,1,1,20,familiarization,within_one,NA,NA,32,32,135.1,135.1,0.74,0.5,NA,NA,4.67,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.56,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.825547167,0.041898877,0.804908488,0.03983012,0.381547026,0.006533704,0.401869014,0.034482759,1.497376927,0.13784178,t_one,135.1,32,Kuhl & Meltzoff (1984) NA,NA,4.43869484,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,58,Patterson & Werker (1999),"Patterson, M. L., & Werker, J. F. (1999). Matching phonetic information in lips and voice is robust in 4.5-month-old infants. Infant Behavior and Development, 22(2), 237–247. https://doi.org/10.1016/S0163 -6383(99)00003 -X.",Patterson1999,yes,CC,1,female_voice_match,21,familiarization,within_one,NA,NA,32,32,134,134,0.65,0.5,NA,NA,3.27,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.578059794,0.036471143,0.563608299,0.03467038,0.277664679,0.007167317,0.285149878,0.034482759,1.048484486,0.11998525,t_one,134,32,Patterson & Werker (1999) NA,NA,4.402554467,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,59,Patterson & Werker (1999),"Patterson, M. L., & Werker, J. F. (1999). Matching phonetic information in lips and voice is robust in 4.5-month-old infants. Infant Behavior and Development, 22(2), 237–247. https://doi.org/10.1016/S0163 -6383(99)00003 -X.",Patterson1999,yes,CC,2,male_voice_match,22,familiarization,within_one,NA,NA,32,32,137,137,0.63,0.5,NA,NA,3.02,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.53386562,0.03570332,0.520518979,0.033940469,0.257902711,0.007260597,0.263860373,0.034482759,0.968325122,0.117459216,t_one,137,32,Patterson & Werker (1999) NA,NA,4.501119119,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,60,Patterson & Werker (2002),"Patterson, M. L., & Werker, J. F. (2002). Infants’ ability to match dynamic phonetic and gender, information in the face and voice. Journal of Experimental Child Psychology, 81(1), 93–115. https://doi.org/10.1006/jecp.2001.2644.",Patterson2002,yes,CC,3,vowel_match,23,familiarization,within_one,NA,NA,32,32,138.6,138.6,0.62,0.5,NA,NA,2.61,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.461387175,0.034576221,0.449852495,0.03286902,0.224789525,0.007398792,0.22869486,0.034482759,0.836863764,0.113751207,t_one,138.6,32,Patterson & Werker (2002) NA,NA,4.553686934,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,61,Patterson & Werker (2002),"Patterson, M. L., & Werker, J. F. (2002). Infants’ ability to match dynamic phonetic and gender, information in the face and voice. Journal of Experimental Child Psychology, 81(1), 93–115. https://doi.org/10.1006/jecp.2001.2644.",Patterson2002,yes,CC,5,6m_gender_match,24,familiarization,within_one,NA,NA,32,32,186.2,186.2,0.58,0.5,NA,NA,1.66,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.293449314,0.032595508,0.286113081,0.030986105,0.145170355,0.007644459,0.146203242,0.034482759,0.53225818,0.107234922,t_one,186.2,32,Patterson & Werker (2002) NA,NA,6.117579416,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,62,Patterson & Werker (2002),"Patterson, M. L., & Werker, J. F. (2002). Infants’ ability to match dynamic phonetic and gender, information in the face and voice. Journal of Experimental Child Psychology, 81(1), 93–115. https://doi.org/10.1006/jecp.2001.2644.",Patterson2002,yes,CC,6,8m_gender_match,25,familiarization,within_one,NA,NA,32,32,256.9,256.9,0.64,0.5,NA,NA,3.44,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.608111832,0.037028125,0.592909036,0.035199861,0.290905996,0.007100142,0.299555735,0.034482759,1.102992854,0.121817648,t_one,256.9,32,Patterson & Werker (2002) NA,NA,8.440419721,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,65,Pons et al. (2009),"Pons, F., Lewkowicz, D. J., Soto-Faraco, S., & Sebastian-Galles, N. (2009). Narrowing of intersensory speech perception in infancy. Proceedings of the National Academy of Sciences, 106(26), 10598–10602. https://doi.org/10.1073/pnas.09041 34106.",Pons2009,yes,CC,1,6m_English,26,familiarization,within_one,NA,NA,24,24,182.6,182.6,NA,NA,NA,NA,2.33,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.475609258,0.046379253,0.459395306,0.043270933,0.231352962,0.009830878,0.235618468,0.047619048,0.86265977,0.152581628,t_one,182.6,24,Pons et al. (2009) NA,NA,5.999301834,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,66,Pons et al. (2009),"Pons, F., Lewkowicz, D. J., Soto-Faraco, S., & Sebastian-Galles, N. (2009). Narrowing of intersensory speech perception in infancy. Proceedings of the National Academy of Sciences, 106(26), 10598–10602. https://doi.org/10.1073/pnas.09041 34106.",Pons2009,yes,CC,1,11m_English,27,familiarization,within_one,NA,NA,16,16,334.8,334.8,NA,NA,NA,NA,3.85,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.58,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.9625,0.091450195,0.9109375,0.081914413,0.433646282,0.012238099,0.464378749,0.076923077,1.745781888,0.300859083,t_one,334.8,16,Pons et al. (2009) NA,NA,10.99981519,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,67,Trehub et al. (2009),"Trehub, S. E., Plantinga, J., & Brcic, J. (2009). Infants detect cross-modal cues to identity in speech and singing. Annals of the New York Academy of Sciences, 1169, 508–511. https://doi.org/10.1111/j.1749-6632.2009.04851.x.",Trehub2009,yes,CC,1,1,28,familiarization,within_one,NA,NA,48,48,213.1,213.1,0.57,0.5,NA,NA,3.64,NA,NA,NA,native,segment,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.525388745,0.023708681,0.516822624,0.022941874,0.254073999,0.004851814,0.259763165,0.022222222,0.952949772,0.077998433,t_one,213.1,48,Trehub et al. (2009) NA,NA,7.001375798,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,76,Lewkowicz et al. (2015),"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147–162. https://doi.org/10.1016/j.jecp.2014.10.006.",Lewkowicz2015,yes,CC,1,4_mos_English_first_block,29,familiarization,within_one,NA,NA,48,48,119.7,119.7,NA,NA,NA,NA,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.21639344,0.021321105,0.212865286,0.02063152,0.107568923,0.005147378,0.107986723,0.022222222,0.392494284,0.070143625,d_one,119.7,48,Lewkowicz et al. (2015) NA,NA,3.932729625,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,77,Lewkowicz et al. (2015),"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147–162. https://doi.org/10.1016/j.jecp.2014.10.006.",Lewkowicz2015,yes,CC,1,4_mos_English_second_block,29,familiarization,within_one,NA,NA,48,48,119.7,119.7,NA,NA,NA,NA,NA,NA,NA,NA,native,passage,NA,NA,NA,NA,NA,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.24590164,0.021463204,0.241892374,0.020769023,0.122031907,0.005129634,0.122643136,0.022222222,0.446016238,0.070611112,d_one,119.7,48,Lewkowicz et al. (2015) NA,NA,3.932729625,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,78,Lewkowicz et al. (2015),"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147–162. https://doi.org/10.1016/j.jecp.2014.10.006.",Lewkowicz2015,yes,CC,1,4_mos_Spanish_first_block,29,familiarization,within_one,NA,NA,48,48,119.7,119.7,NA,NA,NA,NA,NA,NA,NA,NA,non-native,passage,NA,NA,NA,NA,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.18688525,0.021197147,0.183838208,0.02051157,0.093037329,0.005162863,0.093307174,0.022222222,0.338972348,0.069735818,d_one,119.7,48,Lewkowicz et al. (2015) NA,NA,3.932729625,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audio-Visual Congruence,English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_pc,yes,looking,NA,79,Lewkowicz et al. (2015),"Lewkowicz, D. J., Minar, N. J., Tift, A. H., & Brandon, M. (2015). Perception of the multisensory coherence of fluent audiovisual speech in infancy: Its emergence and the role of experience. Journal of Experimental Child Psychology, 130, 147–162. https://doi.org/10.1016/j.jecp.2014.10.006.",Lewkowicz2015,yes,CC,1,4_mos_Spanish_second_block,29,familiarization,within_one,NA,NA,48,48,119.7,119.7,NA,NA,NA,NA,NA,NA,NA,NA,non-native,passage,NA,NA,NA,NA,NA,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Audio-Visual Congruence,audiovisual_congruence,early_language,0.26557377,0.021568015,0.261243763,0.020870443,0.131631469,0.005116553,0.132399725,0.022222222,0.481697535,0.070955925,d_one,119.7,48,Lewkowicz et al. (2015) NA,NA,3.932729625,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
