study_ID,long_cite,short_cite,doi,peer_reviewed,coder1,coder2,expt_num,expt_condition,same_infant,response_mode,task,exposure_phase,method,dependent_measure,participant_design,native_lang1,native_lang2,test_lang1,percentV_tl1,deltaC_tl1,deltaV_tl1,VarcoC_tl1,VarcoV_tl1,nPVI-C_tl1,nPVI-V_tl1,nPVI-CV_tl1,rPVI-C_tl1,rPVI-V_tl1,rPVI-CV_tl1,nFinalC_tl1,nFinalV_tl1,nFinalCV_tl1,speechrate_tl1,test_lang2,percentV_tl2,deltaC_tl2,deltaV_tl2,VarcoC_tl2,VarcoV_tl2,nPVI-C_tl2,nPVI-V_tl2,nPVI-CV_tl2,rPVI-C_tl2,rPVI-V_tl2,rPVI-CV_tl2,nFinalC_tl2,nFinalV_tl2,nFinalCV_tl2,speechrate_tl2,test_lang_lab,rhythm_contrast,native_lang,native_accent,same_lang,rhythm_class,speech_manip,speech_manip_specific,trial_control,num_trials,infant_type,modality,same_speaker,register,group_name_1,group_name_2,n_1,n_2,n_excluded_1,n_excluded_2,mean_age_1,age_range_1,mean_age_2,age_range_2,gender_1,gender_2,x_1,x_2,SD_1,SD_2,corr,r,t,F,d,d_var,g,g_SE,p_val_reported,all_null,imprecise,source_of_data,source_of_durational_metrics,stimuli_link,paper_link,data_link,comments,controlled for speech rate?
dehaenelambertz98,"Dehaene-Lambertz, G., & Houston, D. (1998). Faster orientation latencies toward native language in two-month-old infants. Language and Speech, 41(1), 21-43. https://doi.org/10.1177/002383099804100102
",Dehaene-Lambertz & Houston (1998),10.1177/002383099804100102,yes,LG,,1,french_lpf,french,behavior,pref,test_only,HPP,orientation_time,within_two,Parisian French,,Standard French,51.06533,45.35373,40.97273,45.06207,67.7447,,49.07143,,60.6303,,,,,,6.191304,American English,49.61284,57.02825,56.82514,57.74966,55.2508,,58.54845,,67.53651,,,,,,5.7346,FrSt-EnAm,native_forclassforeign,yesno,yesno,lang,diff,segmental,lpf,infant_all,8,typical,audio,same,IDS,test_lang1,test_lang2,12,,8,,66,26,,,0.333,,1.853,1.900,0.195,0.268,,,,,,,,,,,,figure,,,https://drive.google.com/file/d/1yz6Qw3TQsN6PCAWTYxdIkcnDF48huUyK/view?usp=sharing,https://drive.google.com/drive/folders/1fkXTkxYDoRW6iivOKu-eEBfNKQ_K-off?usp=sharing,"Info on stimuli dialects from Dehaene-Lambertz; exact means/SDs unavailable (email 14/05/2020), extracted from Fig 1, p. 28",no
deruiter15,"de Ruiter. (2015). Testing the possibility of artificial bilingualism: On the effect of non-live exposure to a foreign language on language preference in infants [Unpublished Bachelor thesis]. Universiteit Leiden.
",de Ruiter (2015),,no,LG,,1,monolingual,monolingual,behavior,pref,test_only,HPP,looking_time,within_one,Dutch,,Dutch (Limburg),41.6701,50.52408,46.50909,44.93071,64.453,,77.65638,,52.80688,,,,,,6,British English,53.23102,63.82254,55.2581,54.33342,58.0632,,68.43327,,60.09788,,110.992,1.03,1.59,1.302,4.12549,Du-EnBr,native_natclassforeign,yesno,,lang,same,none,none,infant_all,4,typical,audio,same,,test_lang2_minus_1,chance_level,8,,,,222.08,153.2,,,,,-0.070,0.000,2.370,,,,-0.087,,,,,,0.933,,,paper,,https://drive.google.com/drive/folders/17WYNQYITDs8LexDQNZmWeiRRJNq4shuq?usp=sharing,https://drive.google.com/file/d/1lC5csZAC023u4r0zyRl9mzckhNXlUfcQ/view?usp=sharing,,,no
deruiter15,"de Ruiter. (2015). Testing the possibility of artificial bilingualism: On the effect of non-live exposure to a foreign language on language preference in infants [Unpublished Bachelor thesis]. Universiteit Leiden.
",de Ruiter (2015),,no,LG,,1,exposed,exposed,behavior,pref,test_only,HPP,looking_time,within_one,Dutch,,Dutch (Limburg),41.6701,50.52408,46.50909,44.93071,64.453,,77.65638,,52.80688,,,,,,6,British English,53.23102,63.82254,55.2581,54.33342,58.0632,,68.43327,,60.09788,,110.992,1.03,1.59,1.302,4.12549,Du-EnBr,native_natclassforeign,yesno,,lang,same,none,none,infant_all,4,typical,audio,same,,test_lang2_minus_1,chance_level,7,,,,259.52,176.64,,,0.429,,-1.320,0.000,1.650,,,,-2.118,,,,,,0.078,,Y,paper,,https://drive.google.com/drive/folders/17WYNQYITDs8LexDQNZmWeiRRJNq4shuq?usp=sharing,https://drive.google.com/file/d/1lC5csZAC023u4r0zyRl9mzckhNXlUfcQ/view?usp=sharing,,"monolingual Dutch babies, but had been exposed to 44-57 days of English audio recordings",no
fava14,"Fava, E., Hull, R., & Bortfeld, H. (2014). Dissociating cortical activity during processing of native and non-native audiovisual speech from early to late infancy. Brain Sciences, 4(3), 471-487. https://doi.org/10.3390/brainsci4030471",Fava et al. (2014),10.3390/brainsci4030471,yes,LG,,1,3to6mon_leftanterior,3to6mon,NIRS,pref,test_only,PA,mean_amplitude,within_two,English,,English,51.68791,55.29746,56.3416,56.8712,56.79544,67,61.32171,49,62.96246,40.971,110.992,1.03,1.59,1.302,5.446451,Spanish,47.45547,38.63893,26.03228,47.92,44.41897,,42.25115,29,52.15641,26.932,51,1.05,1.15,1.1,8,En-Sp,native_forclassforeign,yesno,,lang,diff,none,none,fixed,10,typical,audiovisual,same,IDS,test_lang1,test_lang2,14,,4,,167,121.76,,,0.5,,1.870,1.110,2.993,1.160,,,,,,,,,,,,paper,,,https://drive.google.com/file/d/17gBJxjPMZXIHVhdSFK5LNbFqnrgKFtAZ/view?usp=sharing,https://drive.google.com/drive/folders/1FOm15bJbyyTVYjObR48iieP54iOfIQ4M?usp=sharing,"SE reported, SD_1 and SD_2 calculated as SE*sqrt(n_1)",no
fava14,"Fava, E., Hull, R., & Bortfeld, H. (2014). Dissociating cortical activity during processing of native and non-native audiovisual speech from early to late infancy. Brain Sciences, 4(3), 471-487. https://doi.org/10.3390/brainsci4030471",Fava et al. (2014),10.3390/brainsci4030471,yes,LG,,1,3to6mon_leftposterior,3to6mon,NIRS,pref,test_only,PA,mean_amplitude,within_two,English,,English,51.68791,55.29746,56.3416,56.8712,56.79544,67,61.32171,49,62.96246,40.971,110.992,1.03,1.59,1.302,5.446451,Spanish,47.45547,38.63893,26.03228,47.92,44.41897,,42.25115,29,52.15641,26.932,51,1.05,1.15,1.1,8,En-Sp,native_forclassforeign,yesno,,lang,diff,none,none,fixed,10,typical,audiovisual,same,IDS,test_lang1,test_lang2,14,,4,,167,121.76,,,0.5,,0.130,3.840,2.245,2.694,,,3.180,,,,,,<0.005,,,paper,,,https://drive.google.com/file/d/17gBJxjPMZXIHVhdSFK5LNbFqnrgKFtAZ/view?usp=sharing,https://drive.google.com/drive/folders/1FOm15bJbyyTVYjObR48iieP54iOfIQ4M?usp=sharing,"SE reported, SD_1 and SD_2 calculated as SE*sqrt(n_1); reported as p<0.005; reversed t sign",no
fava14,"Fava, E., Hull, R., & Bortfeld, H. (2014). Dissociating cortical activity during processing of native and non-native audiovisual speech from early to late infancy. Brain Sciences, 4(3), 471-487. https://doi.org/10.3390/brainsci4030471",Fava et al. (2014),10.3390/brainsci4030471,yes,LG,,1,3to6mon_rightanterior,3to6mon,NIRS,pref,test_only,PA,mean_amplitude,within_two,English,,English,51.68791,55.29746,56.3416,56.8712,56.79544,67,61.32171,49,62.96246,40.971,110.992,1.03,1.59,1.302,5.446451,Spanish,47.45547,38.63893,26.03228,47.92,44.41897,,42.25115,29,52.15641,26.932,51,1.05,1.15,1.1,8,En-Sp,native_forclassforeign,yesno,,lang,diff,none,none,fixed,10,typical,audiovisual,same,IDS,test_lang1,test_lang2,14,,4,,167,121.76,,,0.5,,-0.580,10.400,2.058,1.235,,,5.280,,,,,,<0.001,,,paper,,,https://drive.google.com/file/d/17gBJxjPMZXIHVhdSFK5LNbFqnrgKFtAZ/view?usp=sharing,https://drive.google.com/drive/folders/1FOm15bJbyyTVYjObR48iieP54iOfIQ4M?usp=sharing,"SE reported, SD_1 and SD_2 calculated as SE*sqrt(n_1); reported as p<0.001",no
fava14,"Fava, E., Hull, R., & Bortfeld, H. (2014). Dissociating cortical activity during processing of native and non-native audiovisual speech from early to late infancy. Brain Sciences, 4(3), 471-487. https://doi.org/10.3390/brainsci4030471",Fava et al. (2014),10.3390/brainsci4030471,yes,LG,,1,3to6mon_rightposterior,3to6mon,NIRS,pref,test_only,PA,mean_amplitude,within_two,English,,English,51.68791,55.29746,56.3416,56.8712,56.79544,67,61.32171,49,62.96246,40.971,110.992,1.03,1.59,1.302,5.446451,Spanish,47.45547,38.63893,26.03228,47.92,44.41897,,42.25115,29,52.15641,26.932,51,1.05,1.15,1.1,8,En-Sp,native_forclassforeign,yesno,,lang,diff,none,none,fixed,10,typical,audiovisual,same,IDS,test_lang1,test_lang2,14,,4,,167,121.76,,,0.5,,-1.370,-10.300,3.255,2.357,,,,,,,,,,Y,,paper,,,https://drive.google.com/file/d/17gBJxjPMZXIHVhdSFK5LNbFqnrgKFtAZ/view?usp=sharing,https://drive.google.com/drive/folders/1FOm15bJbyyTVYjObR48iieP54iOfIQ4M?usp=sharing,"right posterior was not sig in any comparison; SE reported, SD_1 and SD_2 calculated as SE*sqrt(n_1)",no
fava14,"Fava, E., Hull, R., & Bortfeld, H. (2014). Dissociating cortical activity during processing of native and non-native audiovisual speech from early to late infancy. Brain Sciences, 4(3), 471-487. https://doi.org/10.3390/brainsci4030471",Fava et al. (2014),10.3390/brainsci4030471,yes,LG,,1,7to10mon_leftanterior,7to10mon,NIRS,pref,test_only,PA,mean_amplitude,within_two,English,,English,51.68791,55.29746,56.3416,56.8712,56.79544,67,61.32171,49,62.96246,40.971,110.992,1.03,1.59,1.302,5.446451,Spanish,47.45547,38.63893,26.03228,47.92,44.41897,,42.25115,29,52.15641,26.932,51,1.05,1.15,1.1,8,En-Sp,native_forclassforeign,yesno,,lang,diff,none,none,fixed,10,typical,audiovisual,same,IDS,test_lang1,test_lang2,13,,3.71,,252,121.76,,,0.462,,1.220,-0.740,1.442,3.065,,,,,,,,,,,,paper,,,https://drive.google.com/file/d/17gBJxjPMZXIHVhdSFK5LNbFqnrgKFtAZ/view?usp=sharing,https://drive.google.com/drive/folders/1FOm15bJbyyTVYjObR48iieP54iOfIQ4M?usp=sharing,"SE reported, SD_1 and SD_2 calculated as SE*sqrt(n_1)",no
fava14,"Fava, E., Hull, R., & Bortfeld, H. (2014). Dissociating cortical activity during processing of native and non-native audiovisual speech from early to late infancy. Brain Sciences, 4(3), 471-487. https://doi.org/10.3390/brainsci4030471",Fava et al. (2014),10.3390/brainsci4030471,yes,LG,,1,7to10mon_leftposterior,7to10mon,NIRS,pref,test_only,PA,mean_amplitude,within_two,English,,English,51.68791,55.29746,56.3416,56.8712,56.79544,67,61.32171,49,62.96246,40.971,110.992,1.03,1.59,1.302,5.446451,Spanish,47.45547,38.63893,26.03228,47.92,44.41897,,42.25115,29,52.15641,26.932,51,1.05,1.15,1.1,8,En-Sp,native_forclassforeign,yesno,,lang,diff,none,none,fixed,10,typical,audiovisual,same,IDS,test_lang1,test_lang2,13,,3.71,,252,121.76,,,0.462,,-0.350,-1.440,1.478,1.839,,,-4.160,,,,,,< 0.001,,,paper,,,https://drive.google.com/file/d/17gBJxjPMZXIHVhdSFK5LNbFqnrgKFtAZ/view?usp=sharing,https://drive.google.com/drive/folders/1FOm15bJbyyTVYjObR48iieP54iOfIQ4M?usp=sharing,"SE reported, SD_1 and SD_2 calculated as SE*sqrt(n_1); reported as p<0.001; reversed t sign",no
fava14,"Fava, E., Hull, R., & Bortfeld, H. (2014). Dissociating cortical activity during processing of native and non-native audiovisual speech from early to late infancy. Brain Sciences, 4(3), 471-487. https://doi.org/10.3390/brainsci4030471",Fava et al. (2014),10.3390/brainsci4030471,yes,LG,,1,7to10mon_rightanterior,7to10mon,NIRS,pref,test_only,PA,mean_amplitude,within_two,English,,English,51.68791,55.29746,56.3416,56.8712,56.79544,67,61.32171,49,62.96246,40.971,110.992,1.03,1.59,1.302,5.446451,Spanish,47.45547,38.63893,26.03228,47.92,44.41897,,42.25115,29,52.15641,26.932,51,1.05,1.15,1.1,8,En-Sp,native_forclassforeign,yesno,,lang,diff,none,none,fixed,10,typical,audiovisual,same,IDS,test_lang1,test_lang2,13,,3.71,,252,121.76,,,0.462,,2.370,-1.610,2.740,1.262,,,,,,,,,,,,paper,,,https://drive.google.com/file/d/17gBJxjPMZXIHVhdSFK5LNbFqnrgKFtAZ/view?usp=sharing,https://drive.google.com/drive/folders/1FOm15bJbyyTVYjObR48iieP54iOfIQ4M?usp=sharing,"SE reported, SD_1 and SD_2 calculated as SE*sqrt(n_1)",no
fava14,"Fava, E., Hull, R., & Bortfeld, H. (2014). Dissociating cortical activity during processing of native and non-native audiovisual speech from early to late infancy. Brain Sciences, 4(3), 471-487. https://doi.org/10.3390/brainsci4030471",Fava et al. (2014),10.3390/brainsci4030471,yes,LG,,1,7to10mon_rightposterior,7to10mon,NIRS,pref,test_only,PA,mean_amplitude,within_two,English,,English,51.68791,55.29746,56.3416,56.8712,56.79544,67,61.32171,49,62.96246,40.971,110.992,1.03,1.59,1.302,5.446451,Spanish,47.45547,38.63893,26.03228,47.92,44.41897,,42.25115,29,52.15641,26.932,51,1.05,1.15,1.1,8,En-Sp,native_forclassforeign,yesno,,lang,diff,none,none,fixed,10,typical,audiovisual,same,IDS,test_lang1,test_lang2,13,,3.71,,252,121.76,,,0.462,,-4.360,-5.130,1.046,1.622,,,,,,,,,,Y,,paper,,,https://drive.google.com/file/d/17gBJxjPMZXIHVhdSFK5LNbFqnrgKFtAZ/view?usp=sharing,https://drive.google.com/drive/folders/1FOm15bJbyyTVYjObR48iieP54iOfIQ4M?usp=sharing,"right posterior was not sig in any comparison; SE reported, SD_1 and SD_2 calculated as SE*sqrt(n_1)",no
fava14,"Fava, E., Hull, R., & Bortfeld, H. (2014). Dissociating cortical activity during processing of native and non-native audiovisual speech from early to late infancy. Brain Sciences, 4(3), 471-487. https://doi.org/10.3390/brainsci4030471",Fava et al. (2014),10.3390/brainsci4030471,yes,LG,,1,11to14mon_leftanterior,11to14mon,NIRS,pref,test_only,PA,mean_amplitude,within_two,English,,English,51.68791,55.29746,56.3416,56.8712,56.79544,67,61.32171,49,62.96246,40.971,110.992,1.03,1.59,1.302,5.446451,Spanish,47.45547,38.63893,26.03228,47.92,44.41897,,42.25115,29,52.15641,26.932,51,1.05,1.15,1.1,8,En-Sp,native_forclassforeign,yesno,,lang,diff,none,none,fixed,10,typical,audiovisual,same,IDS,test_lang1,test_lang2,8,,2.29,,352,121.76,,,0.5,,7.990,-3.800,2.828,2.404,,,-3.327,,,,,,0.001,,,paper,,,https://drive.google.com/file/d/17gBJxjPMZXIHVhdSFK5LNbFqnrgKFtAZ/view?usp=sharing,https://drive.google.com/drive/folders/1FOm15bJbyyTVYjObR48iieP54iOfIQ4M?usp=sharing,"age >365d; SE reported, SD_1 and SD_2 calculated as SE*sqrt(n_1); reversed t sign",no
fava14,"Fava, E., Hull, R., & Bortfeld, H. (2014). Dissociating cortical activity during processing of native and non-native audiovisual speech from early to late infancy. Brain Sciences, 4(3), 471-487. https://doi.org/10.3390/brainsci4030471",Fava et al. (2014),10.3390/brainsci4030471,yes,LG,,1,11to14mon_leftposterior,11to14mon,NIRS,pref,test_only,PA,mean_amplitude,within_two,English,,English,51.68791,55.29746,56.3416,56.8712,56.79544,67,61.32171,49,62.96246,40.971,110.992,1.03,1.59,1.302,5.446451,Spanish,47.45547,38.63893,26.03228,47.92,44.41897,,42.25115,29,52.15641,26.932,51,1.05,1.15,1.1,8,En-Sp,native_forclassforeign,yesno,,lang,diff,none,none,fixed,10,typical,audiovisual,same,IDS,test_lang1,test_lang2,8,,2.29,,352,121.76,,,0.5,,8.710,1.370,2.828,2.800,,,-3.33,,,,,,0.001,,,paper,,,https://drive.google.com/file/d/17gBJxjPMZXIHVhdSFK5LNbFqnrgKFtAZ/view?usp=sharing,https://drive.google.com/drive/folders/1FOm15bJbyyTVYjObR48iieP54iOfIQ4M?usp=sharing,"age >365d; SE reported, SD_1 and SD_2 calculated as SE*sqrt(n_1); reversed t sign",no
fava14,"Fava, E., Hull, R., & Bortfeld, H. (2014). Dissociating cortical activity during processing of native and non-native audiovisual speech from early to late infancy. Brain Sciences, 4(3), 471-487. https://doi.org/10.3390/brainsci4030471",Fava et al. (2014),10.3390/brainsci4030471,yes,LG,,1,11to14mon_rightanterior,11to14mon,NIRS,pref,test_only,PA,mean_amplitude,within_two,English,,English,51.68791,55.29746,56.3416,56.8712,56.79544,67,61.32171,49,62.96246,40.971,110.992,1.03,1.59,1.302,5.446451,Spanish,47.45547,38.63893,26.03228,47.92,44.41897,,42.25115,29,52.15641,26.932,51,1.05,1.15,1.1,8,En-Sp,native_forclassforeign,yesno,,lang,diff,none,none,fixed,10,typical,audiovisual,same,IDS,test_lang1,test_lang2,8,,2.29,,352,121.76,,,0.5,,-5.370,-3.640,1.867,3.366,,,,,,,,,,,,paper,,,https://drive.google.com/file/d/17gBJxjPMZXIHVhdSFK5LNbFqnrgKFtAZ/view?usp=sharing,https://drive.google.com/drive/folders/1FOm15bJbyyTVYjObR48iieP54iOfIQ4M?usp=sharing,"age >365d; SE reported, SD_1 and SD_2 calculated as SE*sqrt(n_1)",no
fava14,"Fava, E., Hull, R., & Bortfeld, H. (2014). Dissociating cortical activity during processing of native and non-native audiovisual speech from early to late infancy. Brain Sciences, 4(3), 471-487. https://doi.org/10.3390/brainsci4030471",Fava et al. (2014),10.3390/brainsci4030471,yes,LG,,1,11to14mon_rightposterior,11to14mon,NIRS,pref,test_only,PA,mean_amplitude,within_two,English,,English,51.68791,55.29746,56.3416,56.8712,56.79544,67,61.32171,49,62.96246,40.971,110.992,1.03,1.59,1.302,5.446451,Spanish,47.45547,38.63893,26.03228,47.92,44.41897,,42.25115,29,52.15641,26.932,51,1.05,1.15,1.1,8,En-Sp,native_forclassforeign,yesno,,lang,diff,none,none,fixed,10,typical,audiovisual,same,IDS,test_lang1,test_lang2,8,,2.29,,352,121.76,,,0.5,,-1.520,-2.790,3.479,4.639,,,,,,,,,,Y,,paper,,,https://drive.google.com/file/d/17gBJxjPMZXIHVhdSFK5LNbFqnrgKFtAZ/view?usp=sharing,https://drive.google.com/drive/folders/1FOm15bJbyyTVYjObR48iieP54iOfIQ4M?usp=sharing,"right posterior was not sig in any comparison; age >365d; SE reported, SD_1 and SD_2 calculated as SE*sqrt(n_1)",no
hayashi01,"Hayashi, A., Tamekawa, Y., & Kiritani, S. (2001). Developmental change in auditory preferences for speech stimuli in Japanese infants. Journal of Speech, Language, and Hearing Research, 44(6), 1189-1200. https://doi.org/10.1044/1092-4388(2001/092)",Hayashi et al. (2001),10.1044/1092-4388(2001/092),yes,LG,,3,groupi,groupi,behavior,pref,test_only,HPP,looking_time,within_two,Japanese,,Japanese,52.66842,41.5195,41.0355,,56,,38.736,,50.49975,,,,,,6.5,English,51.68791,55.29746,56.3416,56.8712,56.79544,67,61.32171,49,62.96246,40.971,110.992,1.03,1.59,1.302,5.446451,Ja-En,native_forclassforeign,yesno,yesno,lang,diff,none,none,infant_all,12,typical,audio,same,IDS,test_lang1,test_lang2,23,,6.658,,175.3056,76,,,0.5,,9.420,9.780,2.860,3.740,,,0.430,,,,,,0.660,,,paper,,,https://drive.google.com/file/d/1Kq9Na8_3Xcp-s6AHmDNMoBHeSzZ9PnVf/view?usp=sharing,https://drive.google.com/drive/folders/1lmFOGol2fRieVREfpKgzS2lWG5kvxo_u?usp=sharing,mean_age extracted from Fig 5 p. 1195; reversed t sign,no
hayashi01,"Hayashi, A., Tamekawa, Y., & Kiritani, S. (2001). Developmental change in auditory preferences for speech stimuli in Japanese infants. Journal of Speech, Language, and Hearing Research, 44(6), 1189-1200. https://doi.org/10.1044/1092-4388(2001/092)",Hayashi et al. (2001),10.1044/1092-4388(2001/092),yes,LG,,3,groupii,groupii,behavior,pref,test_only,HPP,looking_time,within_two,Japanese,,Japanese,52.66842,41.5195,41.0355,,56,,38.736,,50.49975,,,,,,6.5,English,51.68791,55.29746,56.3416,56.8712,56.79544,67,61.32171,49,62.96246,40.971,110.992,1.03,1.59,1.302,5.446451,Ja-En,native_forclassforeign,yesno,yesno,lang,diff,none,none,infant_all,12,typical,audio,same,IDS,test_lang1,test_lang2,25,,7.237,,256.3227,93,,,0.5,,9.250,7.670,2.690,3.230,,,-2.760,,,,,,<0.05,,,paper,,,https://drive.google.com/file/d/1Kq9Na8_3Xcp-s6AHmDNMoBHeSzZ9PnVf/view?usp=sharing,https://drive.google.com/drive/folders/1lmFOGol2fRieVREfpKgzS2lWG5kvxo_u?usp=sharing,reported as p<0.05; mean_age extracted from Fig 5 p. 1195; reversed t sign,no
hayashi01,"Hayashi, A., Tamekawa, Y., & Kiritani, S. (2001). Developmental change in auditory preferences for speech stimuli in Japanese infants. Journal of Speech, Language, and Hearing Research, 44(6), 1189-1200. https://doi.org/10.1044/1092-4388(2001/092)",Hayashi et al. (2001),10.1044/1092-4388(2001/092),yes,LG,,3,groupiii,groupiii,behavior,pref,test_only,HPP,looking_time,within_one,Japanese,,Japanese,52.66842,41.5195,41.0355,,56,,38.736,,50.49975,,,,,,6.5,English,51.68791,55.29746,56.3416,56.8712,56.79544,67,61.32171,49,62.96246,40.971,110.992,1.03,1.59,1.302,5.446451,Ja-En,native_forclassforeign,yesno,yesno,lang,diff,none,none,infant_all,12,typical,audio,same,IDS,test_lang1,test_lang2,11,,,,329.2732,53.54523,,,,,1.344,0.000,2.630,,,,,,,,,,,,,figure,,,https://drive.google.com/file/d/1Kq9Na8_3Xcp-s6AHmDNMoBHeSzZ9PnVf/view?usp=sharing,https://drive.google.com/drive/folders/1lmFOGol2fRieVREfpKgzS2lWG5kvxo_u?usp=sharing,"included only infants whose age<365, mean_age, x_1 and SD_1 calculated from Fig 5 p. 1195",no
johnson03,"Johnson, E. K., Jusczyk, P. W., & Ramus, F. (2003). The role of segmental information in language discrimination by English-learning 5-month-olds. In D. Houston, A. Seidl, G. Hollich, E. K. Johnson, & A. Jusczyk (Eds.), Jusczyk Final Report. http://hincapie.psych.purdue.edu/Jusczyk/pdf/Segmental.pdf",Johnson et al. (2003),,no,LG,,1,1,1,behavior,discrim,familiarization,HPP,looking_time,within_two,Midland American English (Baltimore),,Standard British English,54.83312,40.62226,39.56985,50.88716,58.51786,,57.79036,49,55.97169,40.971,102,1.19,1.59,1.35,5.2,Dutch,41.6701,50.52408,46.50909,44.93071,64.453,,77.65638,,52.80688,,,,,,6,EnBrSt-Du,nonnatdialect_natclassforeign,yesno,nono,lang,same,segmental,saltanaj,infant_all,8,typical,audio,diff,ADS,familiarized,novel,20,,9,,153,28,,,0.35,,6.130,6.400,2.800,1.800,,,,,,,,,,,,paper,,,https://drive.google.com/file/d/19WKejMA-2jkjTDf4_BLvwlDHhseDsDB2/view?usp=sharing,,reported as F<1,yes
johnson03,"Johnson, E. K., Jusczyk, P. W., & Ramus, F. (2003). The role of segmental information in language discrimination by English-learning 5-month-olds. In D. Houston, A. Seidl, G. Hollich, E. K. Johnson, & A. Jusczyk (Eds.), Jusczyk Final Report. http://hincapie.psych.purdue.edu/Jusczyk/pdf/Segmental.pdf",Johnson et al. (2003),,no,LG,,2,2,2,behavior,discrim,familiarization,HPP,looking_time,within_two,Midland American English (Baltimore),,Standard British English,54.83312,40.62226,39.56985,50.88716,58.51786,,57.79036,49,55.97169,40.971,102,1.19,1.59,1.35,5.2,Dutch,41.6701,50.52408,46.50909,44.93071,64.453,,77.65638,,52.80688,,,,,,6,EnBrSt-Du,nonnatdialect_natclassforeign,yesno,nono,lang,same,segmental,lpf,infant_all,8,typical,audio,diff,ADS,familiarized,novel,20,,12,,154,28,,,0.4,,7.050,7.050,3.100,3.200,,,,,,,,,,,,paper,,,https://drive.google.com/file/d/19WKejMA-2jkjTDf4_BLvwlDHhseDsDB2/view?usp=sharing,,reported as F<1,yes
johnson03,"Johnson, E. K., Jusczyk, P. W., & Ramus, F. (2003). The role of segmental information in language discrimination by English-learning 5-month-olds. In D. Houston, A. Seidl, G. Hollich, E. K. Johnson, & A. Jusczyk (Eds.), Jusczyk Final Report. http://hincapie.psych.purdue.edu/Jusczyk/pdf/Segmental.pdf",Johnson et al. (2003),,no,LG,,3,3,3,behavior,discrim,familiarization,HPP,looking_time,within_two,Midland American English (Baltimore),,Standard British English,54.83312,40.62226,39.56985,50.88716,58.51786,,57.79036,49,55.97169,40.971,102,1.19,1.59,1.35,5.2,Japanese,52.66842,41.5195,41.0355,,56,,38.736,,50.49975,,,,,,6.5,EnBrSt-Ja,nonnatdialect_forclassforeign,yesno,nono,lang,diff,segmental,saltanaj,infant_all,8,typical,audio,diff,ADS,familiarized,novel,20,,11,,152,32,,,0.4,,7.600,7.170,2.700,2.940,,,,,,,,,,,,paper,,,https://drive.google.com/file/d/19WKejMA-2jkjTDf4_BLvwlDHhseDsDB2/view?usp=sharing,,reported as F<1,yes
johnson03,"Johnson, E. K., Jusczyk, P. W., & Ramus, F. (2003). The role of segmental information in language discrimination by English-learning 5-month-olds. In D. Houston, A. Seidl, G. Hollich, E. K. Johnson, & A. Jusczyk (Eds.), Jusczyk Final Report. http://hincapie.psych.purdue.edu/Jusczyk/pdf/Segmental.pdf",Johnson et al. (2003),,no,LG,,4,4,4,behavior,discrim,familiarization,HPP,looking_time,within_two,Midland American English (Baltimore),,Standard British English,54.83312,40.62226,39.56985,50.88716,58.51786,,57.79036,49,55.97169,40.971,102,1.19,1.59,1.35,5.2,Japanese,52.66842,41.5195,41.0355,,56,,38.736,,50.49975,,,,,,6.5,EnBrSt-Ja,nonnatdialect_forclassforeign,yesno,nono,lang,diff,segmental,lpf,infant_all,8,typical,audio,diff,ADS,familiarized,novel,20,,8,,147,48,,,0.45,,6.730,8.600,3.600,3.600,,,,7.300,,,,,<0.05,,,paper,,,https://drive.google.com/file/d/19WKejMA-2jkjTDf4_BLvwlDHhseDsDB2/view?usp=sharing,,reported as p<0.05,yes
johnson11,"Johnson, E. K., & Braun, B. (2011). The role of intonation in language discrimination by 4.5-month-olds [Poster]. Society for Research in Child Development.
",Johnson & Braun (2011),,no,LG,,1,1,1,behavior,discrim,familiarization,HPP,looking_time,within_two,Canadian English (Toronto),,Canadian English (Toronto),49.12573,56.815,53.31,58.42,53.4668,,57.01,,67.25668,,,,,,5.676919,Norwegian,,,,,,,,,,,,,,,,EnCa-No,native_natclassforeign,yesno,yesno,lang,same,none,none,fixed,8,typical,audio,diff,,familiarized,novel,27,,,,136.98,,,,,,10.379,11.861,,,,,,,,,,,,,,figure,,,https://drive.google.com/file/d/1Muv3Lvur0qj_B4xL1LXQNCBuGAZGEuxc/view?usp=sharing,,SDs pending from Elizabeth Johnson or Bettina Braun,no
johnson11,"Johnson, E. K., & Braun, B. (2011). The role of intonation in language discrimination by 4.5-month-olds [Poster]. Society for Research in Child Development.
",Johnson & Braun (2011),,no,LG,,1,1,1,behavior,discrim,familiarization,HPP,looking_time,within_two,Canadian English (Toronto),,German,40.40548,63.38281,45.6254,55.46571,51.5,,53.90459,,66.50108,,,,,,5.478198,Norwegian,,,,,,,,,,,,,,,,EnCa-No,natclassforeign_natclassforeign,nono,nono,lang,same,none,none,fixed,8,typical,audio,diff,,familiarized,novel,26,,,,136.98,,,,,,7.892,9.169,,,,,,,,,,,,,,figure,,,https://drive.google.com/file/d/1Muv3Lvur0qj_B4xL1LXQNCBuGAZGEuxc/view?usp=sharing,,SDs pending from Elizabeth Johnson or Bettina Braun,no
