unique_row,study_ID,long_cite,short_cite,peer_reviewed,coder,expt_num,expt_condition,same_infant,response_mode,exposure_phase,method,dependent_measure,participant_design,native_lang,infant_type,group_name_1,group_name_2,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,d,d_var,corr,test_lang,stimuli_link,data_link,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,special_cases_measures,x_dif,SD_dif,contrast_sampa,audio_condition,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,pointing_modality,motive,correlation_type,condition_type,stimulus_naturalness,contrast_pseudoIPA,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,rule.type,repetitions,types,tokens,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,Speech,Nonspeech,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,preceding,task_difficulty,median_production_vocab,sentence_structure,agent_argument_type,patient_argument_type,stimuli_modality,stimuli_actor,transitive_event,intransitive_event,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,learning_domain,live_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,g_calc,g_var_calc,r_calc,r_var_calc,z_calc,z_var_calc,log_odds_calc,log_odds_var_calc,es_method,mean_age,n,same_infant_calc,all_mod,mean_age_months,year
79,houstonprice2010,"HoustonäóPrice, C., Caloghiris, Z., & Raviglione, E. (2010). Language experience shapes the development of the mutual exclusivity bias. Infancy, 15(2), 125-150.","HoustonäóPrice, C., Caloghiris, Z., & Raviglione, E. (2010)",yes,Molly Lewis,1,experimental,104,eye-tracking,test_only,forced-choice,looking_time_change,within_one,mixed-bilingual,multilingual,bilingual,NA,20,NA,620.9122,NA,-0.01075085,0,0.02534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,digital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,-0.42426400947119175,0.05449999874331429,-0.4065863424098921,0.05005295023474525,-0.2075143114319834,0.01193954138568483,-0.21057239528747637,0.0588235294117647,-0.7695297906463079,0.17929780915212645,group_means_one,620.9122,20,houstonprice2010 104,NA,20.399998357255797,2010
80,houstonprice2010,"HoustonäóPrice, C., Caloghiris, Z., & Raviglione, E. (2010). Language experience shapes the development of the mutual exclusivity bias. Infancy, 15(2), 125-150.","HoustonäóPrice, C., Caloghiris, Z., & Raviglione, E. (2010)",yes,Molly Lewis,1,experimental,105,eye-tracking,test_only,forced-choice,looking_time_change,within_one,British English,typical,monolingual,NA,30,NA,608.7375,NA,0.08720137,0,0.02196134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,digital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,3.9706761973540776,0.29610449107057063,3.8643187992106647,0.28045419789616144,0.8931041689908009,6.134664864830709e-4,1.437059179962286,0.03703703703703703,7.202009962340767,0.974144729417476,group_means_one,608.7375,30,houstonprice2010 105,NA,19.999999999999996,2010
81,kalashnikova2014,"Kalashnikova, M., Mattock, K., & Monaghan, P. (2014). Disambiguation of novel labels and referential facts: A developmental perspective. First Language, 34(2), 125-135.",Kalashnikova et al. (2014),yes,Molly Lewis,1,experimental,59,behavior,test_only,forced-choice,target_selection,within_one,British English,typical,younger,NA,31,NA,1460.97,NA,NA,0.5,NA,NA,4.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,0.8755758473805277,0.04462311394380854,0.8529316444310313,0.0423448678618082,0.4010402039885584,0.00659241733138916,0.4248878826056178,0.03571428571428571,1.5881189153176378,0.14680416059004156,t_one,1460.97,31,kalashnikova2014 59,NA,48,2014
82,kalashnikova2014,"Kalashnikova, M., Mattock, K., & Monaghan, P. (2014). Disambiguation of novel labels and referential facts: A developmental perspective. First Language, 34(2), 125-135.",Kalashnikova et al. (2014),yes,Molly Lewis,1,experimental,60,behavior,test_only,forced-choice,target_selection,within_one,British English,typical,older,NA,20,NA,1856.65,NA,NA,0.5,NA,NA,4.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,1.0558712989754009,0.07787160500000001,1.0118766615180923,0.0715174983420139,0.4668678102448424,0.00931100984103825,0.506057630484895,0.0588235294117647,1.9151386907947392,0.2561873118092974,t_one,1856.65,20,kalashnikova2014 60,NA,61.00002053430256,2014
83,kalashnikova2016a,"Kalashnikova, M., Mattock, K., & Monaghan, P. (2016). Flexible use of mutual exclusivity in word learning. Language Learning and Development, 12(1), 79-91.","Kalashnikova, Mattock, & Monaghan (2016)",yes,Molly Lewis,1,experimental,93,behavior,test_only,forced-choice,target_selection,within_one,NA,typical,NA,NA,46,NA,1747.474,NA,0.924,0.5,0.1626375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,digital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,2.607024825147952,0.09561498303193164,2.562586901992021,0.09238316203391922,0.7934180833325069,0.00121559107273384,1.0805907985555627,0.02325581395348837,4.7286199703961795,0.3145606857806789,group_means_one,1747.4740000000002,46,kalashnikova2016a 93,NA,57.413055709562826,2016
84,kalashnikova2016b,"Kalashnikova, M., Mattock, K. & Monaghan, P. (2016). Mutual exclusivity develops as a consequence of abstract rather than particular vocabulary knowledge. First Language. 36(5), 451-464.",Kalashnikova et al. (2016),yes,Alvaro Iturralde,1,experimental,97,eye-tracking,test_only,forced-choice,looking_time_change,within_one,British English,typical,experimental,NA,27,NA,563.74,NA,0.04,0,0.05419444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,2,NA,0.74,NA,4,NA,NA,NA,NA,NA,NA,NA,digital,NA,NA,248.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,0.7380830948709868,0.04712530842470989,0.7159406020248572,0.04434020269680953,0.3462178566134113,0.0080322907160306,0.3611400850360437,0.04166666666666666,1.3387346482290197,0.15503605047707006,group_means_one,563.74,27,kalashnikova2016b 97,NA,18.521612353436417,2016
85,lederberg2000,"Lederberg, A. R., Prezbindowski, A. K., & Spencer, P. E. (2000). WordäóLearning Skills of Deaf Preschoolers: The Development of Novel Mapping and Rapid WordäóLearning Strategies. Child development, 71(6), 1571-1585.",Lederberg et al. (2000),yes,"Molly Lewis, Michael Frank",1,experimental,61,behavior,test_only,forced-choice,target_selection,within_one,ASL,NT,experimental,NA,19,NA,1826.4,NA,0.65,0.25,NA,NA,6.37,NA,NA,1.461378225,0.133363504,NA,NA,NA,NA,1338.48,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,objects,NA,NA,295.67,176.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,1.4613782247554783,0.10883227146814405,1.396905656016266,0.0994412515036567,0.5899744188186513,0.00753877829984365,0.677626827707163,0.0625,2.650646894967217,0.35804382182084865,t_one,1826.4,19,lederberg2000 61,NA,60.00616029076572,2000
86,lederberg2008,"Lederberg, A. R., & Spencer, P. E. (2008). Word-learning abilities in deaf and hard-of-hearing preschoolers: Effect of lexicon size and language modality. Journal of Deaf Studies and Deaf Education, 14(1), 44-62.","Lederberg, A. R., & Spencer, P. E. (2008).",yes,"Molly Lewis, Michael Frank",1,experimental,62,behavior,test_only,forced-choice,target_selection,within_one,ASL,NT,3,NA,20,NA,1270,NA,0.312,0.25,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,objects,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,0.22142857142857145,0.05122576530612245,0.21220238095238095,0.04704588515093538,0.110041912079135,0.01234682399916681,0.11048934141491364,0.0588235294117647,0.4016270020804339,0.16852601290482558,group_means_one,1270,20,lederberg2008 62,NA,41.725702786504854,2008
87,lederberg2008,"Lederberg, A. R., & Spencer, P. E. (2008). Word-learning abilities in deaf and hard-of-hearing preschoolers: Effect of lexicon size and language modality. Journal of Deaf Studies and Deaf Education, 14(1), 44-62.","Lederberg, A. R., & Spencer, P. E. (2008).",yes,"Molly Lewis, Michael Frank",1,experimental,63,behavior,test_only,forced-choice,target_selection,within_one,ASL,NT,4,NA,37,NA,1646,NA,0.439,0.25,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,objects,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,0.6136363636363636,0.03211553495644405,0.600487012987013,0.03075390181619889,0.29332235350987274,0.00612970512529833,0.3021975189978394,0.02941176470588235,1.1130132462346338,0.10565587504981976,group_means_one,1646,37,lederberg2008 63,NA,54.079139202037,2008
88,lederberg2008,"Lederberg, A. R., & Spencer, P. E. (2008). Word-learning abilities in deaf and hard-of-hearing preschoolers: Effect of lexicon size and language modality. Journal of Deaf Studies and Deaf Education, 14(1), 44-62.","Lederberg, A. R., & Spencer, P. E. (2008).",yes,"Molly Lewis, Michael Frank",1,experimental,64,behavior,test_only,forced-choice,target_selection,within_one,ASL,NT,5,NA,26,NA,1996,NA,0.529,0.25,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,objects,NA,NA,NA,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,0.897106109324759,0.05393844944976551,0.8690715434083602,0.05061997062619595,0.4092664884681288,0.00778023412911846,0.4347298112321173,0.04347826086956521,1.6271704907438806,0.17745038602578053,group_means_one,1996,26,lederberg2008 64,NA,65.57834863138874,2008
89,lederberg2008,"Lederberg, A. R., & Spencer, P. E. (2008). Word-learning abilities in deaf and hard-of-hearing preschoolers: Effect of lexicon size and language modality. Journal of Deaf Studies and Deaf Education, 14(1), 44-62.","Lederberg, A. R., & Spencer, P. E. (2008).",yes,"Molly Lewis, Michael Frank",1,experimental,65,behavior,test_only,forced-choice,target_selection,within_one,ASL,NT,6,NA,8,NA,2285,NA,0.531,0.25,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,objects,NA,NA,NA,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,0.7719780219780221,0.16224687915106872,0.6754807692307694,0.124220266850037,0.360095161133902,0.02674055579905671,0.3769952358387744,0.2,1.4002132454665257,0.5337708375108003,group_means_one,2285,8,lederberg2008 65,NA,75.07341013162488,2008
90,lederberg2008,"Lederberg, A. R., & Spencer, P. E. (2008). Word-learning abilities in deaf and hard-of-hearing preschoolers: Effect of lexicon size and language modality. Journal of Deaf Studies and Deaf Education, 14(1), 44-62.","Lederberg, A. R., & Spencer, P. E. (2008).",yes,"Molly Lewis, Michael Frank",1,experimental,78,behavior,test_only,forced-choice,target_selection,within_one,ASL,NT,2,NA,7,NA,960,NA,0.107,0.25,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,objects,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,-1.0671641791044777,0.22420281322598096,-0.907089552238806,0.16198653255577122,-0.4707590926450704,0.02643418398257991,-0.5110451032112096,0.25,-1.9356217095932329,0.7375976907172523,group_means_one,960,7,lederberg2008 78,NA,31.540688720507607,2008
91,markman1988,"Markman, E. M., & Wachtel, G. F. (1988). Children's use of mutual exclusivity to constrain the meanings of words. Cognitive psychology, 20(2), 121-157.",Markman & Wachtel (1988),yes,"Molly Lewis, Michael Frank",1,experimental,66,behavior,test_only,forced-choice,target_selection,within_one,American English,typical,experimental,NA,10,NA,1368.9,NA,0.82,NA,NA,NA,3.94,NA,NA,1.245937398,0.238809,NA,NA,NA,NA,365.04,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,1.2459373981063413,0.177618,1.1291307670338715,0.145875720703125,0.5287585627176837,0.01660252365489259,0.5884203598676723,0.14285714285714285,2.2598804605609173,0.5843397981708965,t_one,1368.9,10,markman1988 66,NA,44.97505082239882,1988
92,markman1988,"Markman, E. M., & Wachtel, G. F. (1988). Children's use of mutual exclusivity to constrain the meanings of words. Cognitive psychology, 20(2), 121-157.",Marman & Wachtel (1988),yes,Molly Lewis,3,experimental,67,behavior,test_only,forced-choice,target_selection,within_one,American English,typical,experimental,NA,15,NA,1308.78584,NA,0.88,0.5,NA,NA,6.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,1.758334439178167,0.16972466666666663,1.6568920676871188,0.15070596326429975,0.660275343627044,0.00761388884374888,0.7933016409652125,0.08333333333333333,3.1892658878924895,0.5583717723689191,t_one,1308.78584,15,markman1988 67,NA,43.00000706380008,1988
93,mather2009,"Mather, E., & Plunkett, K. (2009). Learning words over time: The role of stimulus repetition in mutual exclusivity. Infancy, 14(1), 60-76.",Mather & Plunkett (2009),yes,"Molly Lewis, Michael Frank",1,experimental,mather2009_young,eye-tracking,test_only,forced-choice,target_selection,within_one,British English,typical,experimental,NA,35,NA,608.4,NA,0.5,0.5,0.184,NA,NA,NA,NA,0,0.057142857,NA,NA,NA,NA,30.42,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,digital,NA,NA,254,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,0,0.02857142857142857,0,0.02728748524203069,0,0.00714285714285714,0,0.03125,0,0.09399623239132722,group_means_one,608.4,35,mather2009 mather2009_young,NA,19.988911476621695,2009
94,mather2009,"Mather, E., & Plunkett, K. (2009). Learning words over time: The role of stimulus repetition in mutual exclusivity. Infancy, 14(1), 60-76.",Mather & Plunkett (2009),yes,"Molly Lewis, Michael Frank",1,experimental,mather2009_young,eye-tracking,test_only,forced-choice,target_selection,within_one,British English,typical,"experimental - young, repeats",NA,35,NA,608.4,NA,0.53,0.5,0.208,NA,NA,NA,NA,0.014423077,0.057144343,NA,NA,NA,NA,30.42,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,digital,NA,NA,254,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,0.14423076923076936,0.02886860735418427,0.14095279720279733,0.02757130939973488,0.0719285902172677,0.0071057117785441,0.07205302289303588,0.03125,0.26160567753378167,0.09497391139872592,group_means_one,608.4,35,mather2009 mather2009_young,NA,19.988911476621695,2009
95,mather2009,"Mather, E., & Plunkett, K. (2009). Learning words over time: The role of stimulus repetition in mutual exclusivity. Infancy, 14(1), 60-76.",Mather & Plunkett (2009),yes,"Molly Lewis, Michael Frank",1,experimental,mather2009_old,eye-tracking,test_only,forced-choice,target_selection,within_one,British English,typical,"experimental - old, new",NA,32,NA,699.66,NA,0.51,0.5,0.199,NA,NA,NA,NA,0.005025126,0.062500197,NA,NA,NA,NA,30.42,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,digital,NA,NA,326,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,0.05025125628140708,0.03128945607434155,0.0489949748743719,0.02974453918067093,0.02511770102456637,0.00780756799463227,0.02512298526836028,0.03448275862068965,0.0911456966951869,0.10293818445967118,group_means_one,699.66,32,mather2009 mather2009_old,NA,22.98724819811495,2009
96,mather2009,"Mather, E., & Plunkett, K. (2009). Learning words over time: The role of stimulus repetition in mutual exclusivity. Infancy, 14(1), 60-76.",Mather & Plunkett (2009),yes,"Molly Lewis, Michael Frank",1,experimental,mather2009_old,eye-tracking,test_only,forced-choice,target_selection,within_one,British English,typical,"experimental - old, repeats",NA,32,NA,699.66,NA,0.58,0.5,0.176,NA,NA,NA,NA,0.045454545,0.062516142,NA,NA,NA,NA,30.42,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,digital,NA,NA,326,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mutual exclusivity,mutex,early_language,0.4545454545454544,0.03447830578512397,0.443181818181818,0.03277593943698347,0.22162110358896803,0.00741086093266839,0.2253603050575383,0.03448275862068965,0.8244542564700987,0.1134290795063214,group_means_one,699.66,32,mather2009 mather2009_old,NA,22.98724819811495,2009
