ds_clean,long_cite,short_cite,same_infant,study_ID,unique_row,d_calc,d_var_calc,mean_age_months,response_mode,behavioral_measure,stimuli_naturalness,exposure_phase
Mispronunciation sensitivity,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",Swingley (2016),1,13,80,0.7511247975792449,0.04931131656804734,27.105279369186224,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",Swingley (2016),1,13,81,0.6040376962256069,0.04547810650887574,27.105279369186224,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",Swingley (2016),2,13,82,1.6691176470588238,0.09203757153313816,27.762377050863467,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",Swingley (2016),2,13,83,0.6333333333333333,0.04617521367521367,27.762377050863467,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",Swingley (2016),2,13,84,0.9492385786802032,0.05578949767797717,27.762377050863467,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",Swingley (2016),3,13,85,2.215909090909091,0.13288948267641448,28.025216123534364,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",Swingley (2016),3,13,86,0.5099019513592785,0.04346153846153846,28.025216123534364,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Swingley, D. (2016).Two-year-olds Interpret Novel Phonological Neighbors as Familiar Words",Swingley (2016),3,13,87,0.9805806756909202,0.0569526627218935,28.025216123534364,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Mani & Plunkett (2011),24mos,14,88,0.806791909469341,0.0772391330589849,23.82373354689008,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Mani & Plunkett (2011),24mos,14,89,-0.09310462713939982,0.07092356067842161,23.82373354689008,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Mani & Plunkett (2011),24mos,14,90,0.6158090771460475,0.07808964539806419,23.82373354689008,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Mani & Plunkett (2011),24mos,14,91,0.34467375879228174,0.06738518518518517,23.82373354689008,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Mani & Plunkett (2011),24mos,14,92,-0.18620925427879964,0.07140514243368641,23.82373354689008,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Mani & Plunkett (2011),18mos,14,93,0.6965253754433357,0.03113464573030518,17.888827285981233,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Mani & Plunkett (2011),18mos,14,94,-0.03582855584868336,0.04444195237433708,17.888827285981233,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Mani & Plunkett (2011),18mos,14,95,-0.03829694738748768,0.05731841729961482,17.888827285981233,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Mani & Plunkett (2011),18mos,14,96,-0.06399698962406718,0.02222627565705449,17.888827285981233,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Mani & Plunkett (2011),18mos,14,97,0.1782288576668511,0.07135128390268945,17.888827285981233,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Mani & Plunkett (2011),18mos,14,98,0.22134181870108463,0.01154079495972891,17.888827285981233,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Mani & Plunkett (2011),18mos,14,99,-0.08575766839034818,0.0719615249470721,17.888827285981233,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Mani & Plunkett (2011),18mos,14,100,0.0936638835246707,0.06786101775147929,17.888827285981233,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Mani & Plunkett (2011),18mos,14,101,-0.18704561000644612,0.07415749740889777,17.888827285981233,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2011). Does size matter? Subsegmental cues to vowel mispronunciation detection. Journal of Child Language, 38(3), 606–627. http://doi.org/10.1017/S0305000910000243",Mani & Plunkett (2011),18mos,14,102,-0.1277356545395216,0.03777107127385846,17.888827285981233,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",Mani & Plunkett (2010),V-misp,15,103,0.7873738401752172,0.06344516241760384,12.251257726031335,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",Mani & Plunkett (2010),V-misp,15,104,-0.00566567355345202,0.03566696614081163,12.251257726031335,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",Mani & Plunkett (2010),V-misp,15,105,-0.21244166601846295,0.05282586761915286,12.251257726031335,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",Mani & Plunkett (2010),V-misp,15,106,-0.03919411418949825,0.02669171254552999,12.251257726031335,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",Mani & Plunkett (2010),C-misp,15,107,0.44534313481037696,0.03020429952456022,12.251257726031335,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",Mani & Plunkett (2010),C-misp,15,108,0.4934765845349445,0.05203027412716571,12.251257726031335,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",Mani & Plunkett (2010),C-misp,15,109,-0.19748630005566825,0.04772581997918834,12.251257726031335,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Mani, N., & Plunkett, K. (2010). Twelve-month-olds know their cups from their keps and tups. Infancy, 15, 445–470.",Mani & Plunkett (2010),C-misp,15,110,-0.0657121707998283,0.00888207393211654,12.251257726031335,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Swingley, D. (2003). Phonetic Detail in the Developing Lexicon. Language and Speech, 46(2-3), 265–294. doi:10.1177/00238309030460021001",Swingley (2003),1,19,115,1.5701754385964917,0.06202015149960673,19.252962073143184,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Swingley, D. (2003). Phonetic Detail in the Developing Lexicon. Language and Speech, 46(2-3), 265–294. doi:10.1177/00238309030460021001",Swingley (2003),1,19,116,0.6704545454545452,0.03402096246556473,19.252962073143184,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Swingley, D. (2003). Phonetic Detail in the Developing Lexicon. Language and Speech, 46(2-3), 265–294. doi:10.1177/00238309030460021001",Swingley (2003),1,19,117,0.4850299401197606,0.03104519503906359,19.252962073143184,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Swingley, D. (2003). Phonetic Detail in the Developing Lexicon. Language and Speech, 46(2-3), 265–294. doi:10.1177/00238309030460021001",Swingley (2003),2,19,118,1.0040485829959511,0.06266903243783703,19.1543974208916,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Swingley, D. (2003). Phonetic Detail in the Developing Lexicon. Language and Speech, 46(2-3), 265–294. doi:10.1177/00238309030460021001",Swingley (2003),2,19,119,0.3427307904919847,0.04411384155731793,19.1543974208916,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Swingley, D. (2003). Phonetic Detail in the Developing Lexicon. Language and Speech, 46(2-3), 265–294. doi:10.1177/00238309030460021001",Swingley (2003),2,19,120,0.2937249666221628,0.04346404908369147,19.1543974208916,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",Ramon-Casas et al. (2009),1,24,121,1.806498685302594,0.10965494791666666,21.71707837943284,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",Ramon-Casas et al. (2009),1,24,122,0.9736721727563132,0.06141744791666666,21.71707837943284,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",Ramon-Casas et al. (2009),2,24,123,0.9593834825900782,0.06084201388888889,21.092835581839463,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",Ramon-Casas et al. (2009),2,24,124,1.2247448713915892,0.07291666666666667,21.092835581839463,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",Ramon-Casas et al. (2009),3,24,125,1.1675901107266482,0.07006805555555555,21.71707837943284,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",Ramon-Casas et al. (2009),3,24,126,0.757300578810466,0.05361467013888889,21.71707837943284,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",Ramon-Casas et al. (2009),4,24,127,0.98387838001791,0.06183368055555556,20.33717324791063,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",Ramon-Casas et al. (2009),4,24,128,0.12451572859147823,0.04198967013888888,20.33717324791063,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",Ramon-Casas et al. (2009),5,24,129,1.245157285914782,0.07396701388888888,20.73143185691698,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",Ramon-Casas et al. (2009),5,24,130,0.6552385061945002,0.05061119791666667,20.73143185691698,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",Ramon-Casas et al. (2009),6,24,131,5.216783216783216,0.6086422318939799,43.598431179284994,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",Ramon-Casas et al. (2009),6,24,132,3.135509396636994,0.24648789950831,43.598431179284994,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",Ramon-Casas et al. (2009),7,24,133,2.6755852842809364,0.1908074294470979,44.222673976878376,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Ramon-Casas, M., Swingley, D., Sebastian-Gallés, N., & Bosch, L. (2009). Vowel categorization during word recognition in bilingual toddlers. Cognitive Psychology, 59(1), 96–121. doi:10.1016/j.cogpsych.2009.02.002",Ramon-Casas et al. (2009),7,24,134,4.195183776932826,0.40832431088000776,44.222673976878376,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Ramon-Casas, M., & Bosch, L. (2010). Are non-cognate words phonologically better specified than cognates in the early lexicon of bilingual children? Selected Proceedings of the 4th Conference on Laboratory Approaches to Spanish Phonology, 31–36.",Ramon-Casas & Bosch (2010),1,25,135,1.818181818181818,0.11053719008264462,24.692416682067392,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Ramon-Casas, M., & Bosch, L. (2010). Are non-cognate words phonologically better specified than cognates in the early lexicon of bilingual children? Selected Proceedings of the 4th Conference on Laboratory Approaches to Spanish Phonology, 31–36.",Ramon-Casas & Bosch (2010),1,25,136,0.6923076923076923,0.05165187376725838,24.692416682067392,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Ramon-Casas, M., & Bosch, L. (2010). Are non-cognate words phonologically better specified than cognates in the early lexicon of bilingual children? Selected Proceedings of the 4th Conference on Laboratory Approaches to Spanish Phonology, 31–36.",Ramon-Casas & Bosch (2010),2,25,137,1.4166666666666667,0.08347800925925926,25.166841208238363,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Ramon-Casas, M., & Bosch, L. (2010). Are non-cognate words phonologically better specified than cognates in the early lexicon of bilingual children? Selected Proceedings of the 4th Conference on Laboratory Approaches to Spanish Phonology, 31–36.",Ramon-Casas & Bosch (2010),2,25,138,0.4117647058823529,0.04519896193771626,25.166841208238363,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Højen, A., Madsen, T. O., Vach, W., Basbøll, H., Caporali, S., & Blese, D. Contributions of vocalic and consonantal information when Danish 20-month-olds recognize familiar words",Højen et al. (n.d.),1,26,139,1.024793388429752,0.09531879653029164,19.95474239717448,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Højen, A., Madsen, T. O., Vach, W., Basbøll, H., Caporali, S., & Blese, D. Contributions of vocalic and consonantal information when Danish 20-month-olds recognize familiar words",Højen et al. (n.d.),1,26,140,0.2448979591836733,0.06437421907538525,19.95474239717448,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Højen, A., Madsen, T. O., Vach, W., Basbøll, H., Caporali, S., & Blese, D. Contributions of vocalic and consonantal information when Danish 20-month-olds recognize familiar words",Højen et al. (n.d.),1,26,141,-0.2448979591836733,0.06437421907538525,19.95474239717448,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Højen, A., Madsen, T. O., Vach, W., Basbøll, H., Caporali, S., & Blese, D. Contributions of vocalic and consonantal information when Danish 20-month-olds recognize familiar words",Højen et al. (n.d.),2,26,142,1.3333333333333333,0.11805555555555557,20.264892502926138,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Højen, A., Madsen, T. O., Vach, W., Basbøll, H., Caporali, S., & Blese, D. Contributions of vocalic and consonantal information when Danish 20-month-olds recognize familiar words",Højen et al. (n.d.),2,26,143,-0.4370629370629371,0.06846950034231503,20.264892502926138,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Højen, A., Madsen, T. O., Vach, W., Basbøll, H., Caporali, S., & Blese, D. Contributions of vocalic and consonantal information when Danish 20-month-olds recognize familiar words",Højen et al. (n.d.),2,26,144,0.4370629370629371,0.06846950034231503,20.264892502926138,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Tao, Y., Qinmei, X., & Plunkett, K. (2012). Phonological specificity of tones in early lexical representation at 16 months of age. Acta Psychologica Sinica, 44(8), 1066–1074. http://doi.org/10.3724/SP.J.1041.2012.01066",Tao et al. (2012),1,28,145,-0.9724741890874642,0.1529878085172372,16.231666358652127,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Tao, Y., Qinmei, X., & Plunkett, K. (2012). Phonological specificity of tones in early lexical representation at 16 months of age. Acta Psychologica Sinica, 44(8), 1066–1074. http://doi.org/10.3724/SP.J.1041.2012.01066",Tao et al. (2012),1,28,146,-0.8381929904572019,0.19284809568939904,16.231666358652127,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Tao, Y., Qinmei, X., & Plunkett, K. (2012). Phonological specificity of tones in early lexical representation at 16 months of age. Acta Psychologica Sinica, 44(8), 1066–1074. http://doi.org/10.3724/SP.J.1041.2012.01066",Tao et al. (2012),2,28,147,-0.1338461645726338,0.12923226823567527,16.161659171646235,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Tao, Y., Qinmei, X., & Plunkett, K. (2012). Phonological specificity of tones in early lexical representation at 16 months of age. Acta Psychologica Sinica, 44(8), 1066–1074. http://doi.org/10.3724/SP.J.1041.2012.01066",Tao et al. (2012),2,28,148,-0.04391385355941097,0.10875149178340236,16.161659171646235,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Tao, Y., Qinmei, X., & Plunkett, K. (2012). Phonological specificity of tones in early lexical representation at 16 months of age. Acta Psychologica Sinica, 44(8), 1066–1074. http://doi.org/10.3724/SP.J.1041.2012.01066",Tao et al. (2012),3,28,149,-1.189038295812584,0.14006630740453724,16.081650957925216,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Tao, Y., Qinmei, X., & Plunkett, K. (2012). Phonological specificity of tones in early lexical representation at 16 months of age. Acta Psychologica Sinica, 44(8), 1066–1074. http://doi.org/10.3724/SP.J.1041.2012.01066",Tao et al. (2012),3,28,150,-0.09093564864190291,0.12460946452474682,16.081650957925216,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Tao, Y., & Qinmei, X. (2013). Phonological Specificity of Lexical Tones in 12-month-old Chinese-speaking Infants. Acta Psychologica Sinica, 45(10), 1111–1118. http://doi.org/10.3724/SP.J.1041.2013.01111",Tao & Qinmei (2013),1,29,151,-0.5400210342732027,0.08191494917739582,12.531286474054909,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Tao, Y., & Qinmei, X. (2013). Phonological Specificity of Lexical Tones in 12-month-old Chinese-speaking Infants. Acta Psychologica Sinica, 45(10), 1111–1118. http://doi.org/10.3724/SP.J.1041.2013.01111",Tao & Qinmei (2013),1,29,152,0.30928238267806285,0.15708966893979248,12.531286474054909,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Tao, Y., & Qinmei, X. (2013). Phonological Specificity of Lexical Tones in 12-month-old Chinese-speaking Infants. Acta Psychologica Sinica, 45(10), 1111–1118. http://doi.org/10.3724/SP.J.1041.2013.01111",Tao & Qinmei (2013),2,29,153,-0.6918875140966522,0.06406742666017781,12.351267993182612,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Tao, Y., & Qinmei, X. (2013). Phonological Specificity of Lexical Tones in 12-month-old Chinese-speaking Infants. Acta Psychologica Sinica, 45(10), 1111–1118. http://doi.org/10.3724/SP.J.1041.2013.01111",Tao & Qinmei (2013),2,29,154,0.16438051697106232,0.1577297802724796,12.351267993182612,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Skoruppa, K., Mani, N., Plunkett, K., Cabrol, D., & Peperkamp, S. (2013). Early word recognition in sentence context: French and English 24-month-olds' sensitivity to sentence-medial mispronunciations and assimilations. Infancy, 18, 1007-1029.",Skoruppa et al. (2013),1,31,155,0.47355124781568286,0.04931219305920895,24.00246411630629,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Skoruppa, K., Mani, N., Plunkett, K., Cabrol, D., & Peperkamp, S. (2013). Early word recognition in sentence context: French and English 24-month-olds' sensitivity to sentence-medial mispronunciations and assimilations. Infancy, 18, 1007-1029.",Skoruppa et al. (2013),2,31,157,1.1012428110464605,0.08191779653034693,24.00246411630629,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Skoruppa, K., Mani, N., Plunkett, K., Cabrol, D., & Peperkamp, S. (2013). Early word recognition in sentence context: French and English 24-month-olds' sensitivity to sentence-medial mispronunciations and assimilations. Infancy, 18, 1007-1029.",Skoruppa et al. (2013),2,31,158,0.4187702203568148,0.06280201940157573,24.00246411630629,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Skoruppa, K., Mani, N., Plunkett, K., Cabrol, D., & Peperkamp, S. (2013). Early word recognition in sentence context: French and English 24-month-olds' sensitivity to sentence-medial mispronunciations and assimilations. Infancy, 18, 1007-1029.",Skoruppa et al. (2013),2,31,159,0.4184549205050742,0.06270748539701465,24.00246411630629,eye-tracking,looking,NA,familiarization
Mispronunciation sensitivity,"Ren, J., & Morgan, J. L. (in press). Underspecification in Infants ’ and Adults ’ Lexical Representations.",Ren & Morgan (in press),1,33,160,0.9440384055534192,0.07228021277899604,19.560483788168135,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Ren, J., & Morgan, J. L. (in press). Underspecification in Infants ’ and Adults ’ Lexical Representations.",Ren & Morgan (in press),1,33,161,-0.3600137577427628,0.05324024764410162,19.560483788168135,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Ren, J., & Morgan, J. L. (in press). Underspecification in Infants ’ and Adults ’ Lexical Representations.",Ren & Morgan (in press),1,33,162,2.0040821625945844,0.15040863286074468,19.560483788168135,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Ren, J., & Morgan, J. L. (in press). Underspecification in Infants ’ and Adults ’ Lexical Representations.",Ren & Morgan (in press),1,33,163,0.3520139448351606,0.05309784543396029,19.560483788168135,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Ren, J., & Morgan, J. L. (in press). Underspecification in Infants ’ and Adults ’ Lexical Representations.",Ren & Morgan (in press),2,33,164,0.1578261994311373,0.03894055979282456,19.757613092671303,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Ren, J., & Morgan, J. L. (in press). Underspecification in Infants ’ and Adults ’ Lexical Representations.",Ren & Morgan (in press),2,33,165,1.099522036441155,0.06171055208884049,19.757613092671303,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Ren, J., & Morgan, J. L. (in press). Underspecification in Infants ’ and Adults ’ Lexical Representations.",Ren & Morgan (in press),2,33,166,-1.2363044184398493,0.06785478105872873,19.757613092671303,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Ren, J., & Morgan, J. L. (in press). Underspecification in Infants ’ and Adults ’ Lexical Representations.",Ren & Morgan (in press),2,33,167,0.5701475709246184,0.04471285101213929,19.757613092671303,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Van der Feest, S. V. H. & Fikkert, P. (2015). Building phonological lexical representations. Phonology, 32(2), 207-239, doi: 10.1017/S0952675715000135","van der Feest & Fikkert, (2015)",24mo,35,168,0.649519052838329,0.02522786458333333,24.560997145731942,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Van der Feest, S. V. H. & Fikkert, P. (2015). Building phonological lexical representations. Phonology, 32(2), 207-239, doi: 10.1017/S0952675715000135","van der Feest & Fikkert, (2015)",24mo,35,169,0.5773502691896258,0.02430555555555555,24.560997145731942,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Van der Feest, S. V. H. & Fikkert, P. (2015). Building phonological lexical representations. Phonology, 32(2), 207-239, doi: 10.1017/S0952675715000135","van der Feest & Fikkert, (2015)",24mo,35,170,0.18908221315960247,0.02120575086805555,24.560997145731942,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Van der Feest, S. V. H. & Fikkert, P. (2015). Building phonological lexical representations. Phonology, 32(2), 207-239, doi: 10.1017/S0952675715000135","van der Feest & Fikkert, (2015)",24mo,35,171,0.30599564267050167,0.02180868055555555,24.560997145731942,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Van der Feest, S. V. H. & Fikkert, P. (2015). Building phonological lexical representations. Phonology, 32(2), 207-239, doi: 10.1017/S0952675715000135","van der Feest & Fikkert, (2015)",24mo,35,172,0.7260179635059545,0.02632398003472222,24.560997145731942,eye-tracking,looking,NA,test_only
Mispronunciation sensitivity,"Van der Feest, S. V. H. & Fikkert, P. (2015). Building phonological lexical representations. Phonology, 32(2), 207-239, doi: 10.1017/S0952675715000135","van der Feest & Fikkert, (2015)",24mo,35,173,0.4748705964084672,0.02318231336805555,24.560997145731942,eye-tracking,looking,NA,test_only
