ds_clean,native_lang,infant_type,infant_type_clincal,infant_type_language,infant_native_lang,response_mode,method,dependent_measure,looking,behavioral_measure,unique_row,study_ID,long_cite,short_cite,peer_reviewed,coder,expt_num,expt_condition,same_infant,exposure_phase,participant_design,group_name_1,group_name_2,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,d,d_var,corr,test_lang,stimuli_link,data_link,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,special_cases_measures,x_dif,SD_dif,contrast_sampa,audio_condition,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,pointing_modality,motive,correlation_type,condition_type,stimulus_naturalness,contrast_pseudoIPA,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,rule.type,repetitions,types,tokens,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,Speech,Nonspeech,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,preceding,task_difficulty,median_production_vocab,sentence_structure,agent_argument_type,patient_argument_type,stimuli_modality,stimuli_actor,transitive_event,intransitive_event,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,learning_domain,live_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,g_calc,g_var_calc,r_calc,r_var_calc,z_calc,z_var_calc,log_odds_calc,log_odds_var_calc,es_method,mean_age,n,same_infant_calc,all_mod,mean_age_months,year,doi,original_ma,2nd coder,stimulus_set,lab,main_question_IDS_preference,trial_control,human_coded,data_from_figure,effect_significance_reported,fussers,non_criterion,criterion,criterion_definition,exclusionCriteria,num_minimum_trials,mean_vocab,speaker_fam,speaker_experience,speaker_female,presentation,setting,Coder 1 Comments,Coder 2 Comments,by_major_author,major_author
Mispronunciation sensitivity,Swiss French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,260,45,"Zesiger, P., & Jöhr, J. (2011). Les représentations phonologiques des mots chez le jeune enfant. Enfance, 3, 293–309.",Zesiger & Jöhr (2011),yes,Von Holzen,1,consonant_MP_syll1,1,test_only,within_one,NA,NA,42,NA,439.16,NA,2.26,0,3.47,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,178.88,NA,NA,NA,0.476190476,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8634073764,Mispronunciation sensitivity,MPs,early_language,0.6512968299711814,0.02885937572298226,0.6390850144092217,0.02778729500764803,0.3096436649879119,0.00533219869156578,0.32015123794576095,0.02564102564102564,1.1813217761294903,0.09494354054941236,group_means_one,439.16,42,45 1,NA,14.428550894268875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mispronunciation sensitivity,Swiss French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,261,45,"Zesiger, P., & Jöhr, J. (2011). Les représentations phonologiques des mots chez le jeune enfant. Enfance, 3, 293–309.",Zesiger & Jöhr (2011),yes,Von Holzen,1,consonant_MP_syll2,1,test_only,within_one,NA,NA,42,NA,439.16,NA,-6.13,0,3.41,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,178.88,NA,NA,NA,0.476190476,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,consonant,medial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2063491434,Mispronunciation sensitivity,MPs,early_language,-1.7976539589442817,0.06228047328700058,-1.7639479472140762,0.05996685101762801,-0.6684825976275046,0.00263497166365248,-0.8079947820468973,0.02564102564102564,-3.2605836078462627,0.20489454441843635,group_means_one,439.16,42,45 1,NA,14.428550894268875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mispronunciation sensitivity,Swiss French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,262,45,"Zesiger, P., & Jöhr, J. (2011). Les représentations phonologiques des mots chez le jeune enfant. Enfance, 3, 293–309.",Zesiger & Jöhr (2011),yes,Von Holzen,2,correct_syll1,2,test_only,within_one,NA,NA,40,NA,436.16,NA,4.53,0,2.71,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,40.88,NA,NA,NA,0.5,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,vowel,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,Mispronunciation sensitivity,MPs,early_language,1.671586715867159,0.05992752685829441,1.6385948727908333,0.05758531093234913,0.641297695033225,0.00305724993798613,0.7603748374874428,0.02702702702702703,3.0319229225022166,0.19715366094234107,group_means_one,436.16,40,45 2,NA,14.32998624201729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mispronunciation sensitivity,Swiss French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,263,45,"Zesiger, P., & Jöhr, J. (2011). Les représentations phonologiques des mots chez le jeune enfant. Enfance, 3, 293–309.",Zesiger & Jöhr (2011),yes,Von Holzen,2,correct_syll2,2,test_only,within_one,NA,NA,40,NA,436.16,NA,0.34,0,3.81,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,40.88,NA,NA,NA,0.5,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,vowel,medial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8634073764,Mispronunciation sensitivity,MPs,early_language,0.08923884514435695,0.02509954464353373,0.08747755214808675,0.02411855049476681,0.04457507253818122,0.00623755701770922,0.04460463040563012,0.02702702702702703,0.16186136058783046,0.08257419209305311,group_means_one,436.16,40,45 2,NA,14.32998624201729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mispronunciation sensitivity,Swiss French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,264,45,"Zesiger, P., & Jöhr, J. (2011). Les représentations phonologiques des mots chez le jeune enfant. Enfance, 3, 293–309.",Zesiger & Jöhr (2011),yes,Von Holzen,2,vowel_MP_syll1,2,test_only,within_one,NA,NA,40,NA,436.16,NA,4.95,0,3.34,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,40.88,NA,NA,NA,0.5,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,vowel,medial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08683018203,Mispronunciation sensitivity,MPs,early_language,1.4820359281437128,0.05245538115385995,1.4527852190356132,0.05040520762624848,0.59537136217954,0.00352764831800163,0.6859460571339097,0.02702702702702703,2.6881158242393353,0.17257128689898535,group_means_one,436.16,40,45 2,NA,14.32998624201729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mispronunciation sensitivity,Swiss French,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,265,45,"Zesiger, P., & Jöhr, J. (2011). Les représentations phonologiques des mots chez le jeune enfant. Enfance, 3, 293–309.",Zesiger & Jöhr (2011),yes,Von Holzen,2,vowel_MP_syll2,2,test_only,within_one,NA,NA,40,NA,436.16,NA,1.19,0,2.99,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,40.88,NA,NA,NA,0.5,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,vowel,medial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07181010647,Mispronunciation sensitivity,MPs,early_language,0.39799331103678925,0.02697998344537533,0.3901381798979053,0.02592549396081967,0.19516984227297543,0.00600320660212845,0.19770615536165656,0.02702702702702703,0.7218800145279997,0.08876058778459812,group_means_one,436.16,40,45 2,NA,14.32998624201729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mispronunciation sensitivity,American English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,7,2,"White, K. S., & Morgan, J. L. (2008). Sub-segmental detail in early lexical representations. Journal of Memory and Language, 59(1), 114-132.",White & Morgan (2008),yes,Bergmann,1,correct,1_19mos,test_only,within_one,NA,NA,28,NA,575,NA,0.18,0,0.134987312,NA,7.02,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,13,NA,0.607142857,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04978409061,Mispronunciation sensitivity,MPs,early_language,1.3334586586923074,0.06746628561502657,1.2949935050761832,0.06363013864264849,0.5547362905445953,0.00559562906394737,0.625197254997371,0.04,2.4186264673687203,0.2219551831437393,group_means_one,575,28,2 1_19mos,NA,18.891558348220705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mispronunciation sensitivity,American English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,8,2,"White, K. S., & Morgan, J. L. (2008). Sub-segmental detail in early lexical representations. Journal of Memory and Language, 59(1), 114-132.",White & Morgan (2008),yes,Bergmann,1,1off,1_19mos,test_only,within_one,NA,NA,28,NA,575,NA,0.08,0,0.175483505,NA,2.52,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,13,NA,0.607142857,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8634073764,Mispronunciation sensitivity,MPs,early_language,0.45588330367575,0.03942552833161279,0.4427328237620264,0.03718378462562704,0.2222412214792,0.00846687358766555,0.22601254819166447,0.04,0.8268808463720703,0.12970478931231957,group_means_one,575,28,2 1_19mos,NA,18.891558348220705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mispronunciation sensitivity,American English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,9,2,"White, K. S., & Morgan, J. L. (2008). Sub-segmental detail in early lexical representations. Journal of Memory and Language, 59(1), 114-132.",White & Morgan (2008),yes,Bergmann,1,2off,1_19mos,test_only,within_one,NA,NA,28,NA,575,NA,0.04,0,0.202480968,NA,1.06,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,13,NA,0.607142857,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2063491434,Mispronunciation sensitivity,MPs,early_language,0.1975494309173789,0.03641117460099608,0.191850889640916,0.03434082767240763,0.0982963678451606,0.0088414765041312,0.098614801551141107,0.04,0.3583150322027733,0.11978796303027466,group_means_one,575,28,2 1_19mos,NA,18.891558348220705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mispronunciation sensitivity,American English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,10,2,"White, K. S., & Morgan, J. L. (2008). Sub-segmental detail in early lexical representations. Journal of Memory and Language, 59(1), 114-132.",White & Morgan (2008),yes,Bergmann,1,3off,1_19mos,test_only,within_one,NA,NA,28,NA,575,NA,-0.04,0,0.188982237,NA,-1.17,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,13,NA,0.607142857,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,3,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,Mispronunciation sensitivity,MPs,early_language,-0.2116601043303345,0.03651428571009157,-0.2055545243977287,0.03443807586248559,-0.10524233610892596,0.00882859582855015,-0.1056334917971342,0.04,-0.3839089626681089,0.120127184982318,group_means_one,575,28,2 1_19mos,NA,18.891558348220705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mispronunciation sensitivity,American English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,11,2,"White, K. S., & Morgan, J. L. (2008). Sub-segmental detail in early lexical representations. Journal of Memory and Language, 59(1), 114-132.",White & Morgan (2008),yes,Bergmann,2,correct,2_19mos,test_only,within_one,NA,NA,36,NA,581,NA,0.18,0,0.12244898,NA,9.5,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,12,NA,0.388888889,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04978409061,Mispronunciation sensitivity,MPs,early_language,1.4699999951,0.05779027757769444,1.4375735246198529,0.05526882677724031,0.5922366148185763,0.00395405118774562,0.681103957432443,0.0303030303030303,2.6662850565366836,0.19012239264032957,group_means_one,581,36,2 2_19mos,NA,19.088687652723873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mispronunciation sensitivity,American English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,12,2,"White, K. S., & Morgan, J. L. (2008). Sub-segmental detail in early lexical representations. Journal of Memory and Language, 59(1), 114-132.",White & Morgan (2008),yes,Bergmann,2,place,2_19mos,test_only,within_one,NA,NA,36,NA,581,NA,0.06,0,0.183673469,NA,1.73,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,12,NA,0.388888889,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07041082364,Mispronunciation sensitivity,MPs,early_language,0.3266666673562963,0.02925987654946762,0.3194607849881427,0.02798323725581384,0.16119729331924218,0.00675942902504285,0.1626156876711243,0.0303030303030303,0.5925077935673609,0.09626113545598564,group_means_one,581,36,2 2_19mos,NA,19.088687652723873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mispronunciation sensitivity,American English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,13,2,"White, K. S., & Morgan, J. L. (2008). Sub-segmental detail in early lexical representations. Journal of Memory and Language, 59(1), 114-132.",White & Morgan (2008),yes,Bergmann,2,voice,2_19mos,test_only,within_one,NA,NA,36,NA,581,NA,0.07,0,0.214285714,NA,1.88,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,12,NA,0.388888889,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8634073764,Mispronunciation sensitivity,MPs,early_language,0.32666666710222225,0.02925987654716214,0.3194607847396732,0.02798323725360894,0.16119729319712436,0.00675942902532991,0.16261568754574862,0.0303030303030303,0.5925077931065216,0.09626113544840093,group_means_one,581,36,2 2_19mos,NA,19.088687652723873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mispronunciation sensitivity,American English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,14,2,"White, K. S., & Morgan, J. L. (2008). Sub-segmental detail in early lexical representations. Journal of Memory and Language, 59(1), 114-132.",White & Morgan (2008),yes,Bergmann,2,manner,2_19mos,test_only,within_one,NA,NA,36,NA,581,NA,0.09,0,0.229591837,NA,2.7,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,12,NA,0.388888889,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08137588442,Mispronunciation sensitivity,MPs,early_language,0.3919999995470222,0.02991199999506757,0.3833529407334849,0.02860690786725509,0.19234034260566815,0.00667838339242498,0.19476628775159677,0.0303030303030303,0.7110093499582026,0.09840653559890128,group_means_one,581,36,2 2_19mos,NA,19.088687652723873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mispronunciation sensitivity,American English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,15,2,"White, K. S., & Morgan, J. L. (2008). Sub-segmental detail in early lexical representations. Journal of Memory and Language, 59(1), 114-132.",White & Morgan (2008),yes,Von Holzen,3,correct,3_19mos,test_only,within_one,NA,NA,30,NA,584,NA,0.12,0,0.167670171,NA,4.04,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,10,NA,0.566666667,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5814159843,Mispronunciation sensitivity,MPs,early_language,0.715690807042834,0.04187022218809372,0.6965205175684724,0.03965721538717645,0.3369229748595052,0.00729216312542513,0.3506174024476653,0.03703703703703703,1.2981195308025666,0.1377475097273997,group_means_one,584,30,2 3_19mos,NA,19.187252304975463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mispronunciation sensitivity,American English,typical,typical,monolingual,NA,eye-tracking,looking while listening,looking_time_change_pc,yes,looking,16,2,"White, K. S., & Morgan, J. L. (2008). Sub-segmental detail in early lexical representations. Journal of Memory and Language, 59(1), 114-132.",White & Morgan (2008),yes,Von Holzen,3,place+voice,3_19mos,test_only,within_one,NA,NA,30,NA,584,NA,0.01,0,0.195615199,NA,0.31,NA,NA,NA,NA,NA,native,NA,NA,NA,NA,10,NA,0.566666667,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,consonant,onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08683018203,Mispronunciation sensitivity,MPs,early_language,0.05112077206229767,0.03337688888893742,0.04975146566777184,0.03161278833621377,0.02555204039417558,0.0083278888935231,0.02555760360706634,0.03703703703703703,0.09272282386575788,0.10980556315764244,group_means_one,584,30,2 3_19mos,NA,19.187252304975463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
